"Prov","cn","Aou","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst","st_abrev"
"11","Golden-crowned Sparrow",5570,858924.46,725080,0.908854766024763,24464.4,1952049.1,12145.15,2702124.725,859000,725000,24500,1950000,12100,2700000,"BC"
"11","Sharp-tailed Grouse",3080,3683.41,1758.5,1.20843356733679,0,8766.7,0,14506.175,3680,1760,0,8770,0,14500,"BC"
"11","Eastern Kingbird",4440,346843.05,337909,0.285992084079356,225947.5,470027.2,186323.975,549614.55,347000,338000,226000,470000,186000,550000,"BC"
"11","Northern Harrier",3310,9991.54,9802,0.418481748981403,5463.7,15602.5,3437.225,17792.4,9990,9800,5460,15600,3440,17800,"BC"
"11","Chestnut-backed Chickadee",7410,5103918.13,4895765,0.263789482470378,3632235.9,7033107.3,3048549.375,7576123.3,5100000,4900000,3630000,7030000,3050000,7580000,"BC"
"11","Yellow-bellied Flycatcher",4630,303878.99,301595.5,0.383398933367639,163381,426635.3,118727.4,493815.95,304000,302000,163000,427000,119000,494000,"BC"
"11","Belted Kingfisher",3900,154689.17,152861,0.217209410002884,114245.8,205528.7,108045.05,224249.825,155000,153000,114000,206000,108000,224000,"BC"
"11","Eurasian Collared-Dove",22860,521767.84,513475,0.254790495817309,357792,713241.2,313280.475,770745.45,522000,513000,358000,713000,313000,771000,"BC"
"11","Sooty Grouse",2971,454548.97,429508.5,0.405246963250159,244512.9,690989.9,184344.8,848917.4,455000,430000,245000,691000,184000,849000,"BC"
"11","Sharp-shinned Hawk",3320,24733.24,24142,0.412624565122036,13875.7,36874.3,10163.5,48753.15,24700,24100,13900,36900,10200,48800,"BC"
"11","Black-throated Gray Warbler",6650,561746.77,540104,0.325089183754108,350297.3,821245.6,250578.3,958300.8,562000,540000,350000,821000,251000,958000,"BC"
"11","Dusky Flycatcher",4690,3313412.55,3226031.5,0.176866009045569,2600666.3,4101798.2,2254437.875,4637636.675,3310000,3230000,2600000,4100000,2250000,4640000,"BC"
