"Prov","cn","Aou","BCR","n.routes","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst","st_abrev"
2,"Eastern Meadowlark",5010,29,4,9074.46,8874.5,0.339044170166031,5025.1,13616.4,4137.55,15468.325,9070,8870,5030,13600,4140,15500,"AL"
2,"American Kestrel",3600,27,52,341.57,314,0.844997415172542,34.2,644.9,0,1204.7,342,314,34.2,645,0,1200,"AL"
2,"Eastern Bluebird",7660,24,5,92311.89,90194.5,0.224479698284054,67261.3,116228.9,58140.85,131358.975,92300,90200,67300,116000,58100,131000,"AL"
2,"Eastern Whip-poor-will",4171,28,20,29214.97,26561,0.830806984515002,3559.3,64562.3,1738.325,87919.15,29200,26600,3560,64600,1740,87900,"AL"
2,"Barn Swallow",6130,27,52,447664.41,435469,0.272895148592987,300241.8,626613.9,271000.2,707268.675,448000,435000,3e+05,627000,271000,707000,"AL"
2,"Yellow-breasted Chat",6830,28,20,298656.9,275383.5,0.302871285561421,201169.6,431996.9,174859.375,489628.7,299000,275000,201000,432000,175000,490000,"AL"
2,"Northern Rough-winged Swallow",6170,29,4,17821.77,15671.5,0.583659755174352,7374.2,30615.1,5295.875,42117.275,17800,15700,7370,30600,5300,42100,"AL"
2,"Hooded Warbler",6840,29,4,47741.05,45471.5,0.317685483854844,28658,69203.2,24860.65,80010.35,47700,45500,28700,69200,24900,80000,"AL"
2,"Northern Parula",6480,28,20,79753.17,75691.5,0.303807831059668,52792.2,114779.4,38145.9,134251.475,79800,75700,52800,115000,38100,134000,"AL"
2,"Wood Thrush",7550,29,4,63211.53,58982,0.284615673040358,43970.6,87312,35701.775,103061.4,63200,59000,44000,87300,35700,103000,"AL"
2,"Chimney Swift",4230,27,52,225001.01,207498,0.297062955514377,145009.8,322820.5,135852.725,374442.2,225000,207000,145000,323000,136000,374000,"AL"
2,"Blue-winged Warbler",6410,27,52,1521.87,1234.5,1.03647016841574,0,2859.70000000001,0,6095.1,1520,1230,0,2860,0,6100,"AL"
2,"Orchard Oriole",5060,29,4,26211.67,24982.5,0.361215551980436,14838.8,38202.3,12888.475,46919.5,26200,25000,14800,38200,12900,46900,"AL"
2,"Barred Owl",3680,24,5,4331.53,3467.5,0.718900427509735,1313.8,8516.90000000001,599.925,12167.975,4330,3470,1310,8520,600,12200,"AL"
2,"Northern Mockingbird",7030,24,5,89841.71,88600,0.307986788673995,62951.6,126673.1,54852.425,150336.475,89800,88600,63000,127000,54900,150000,"AL"
2,"Boat-tailed Grackle",5130,27,52,3086.22,2393.5,0.79742611915228,554.5,5813.3,48.925,9342.6,3090,2390,554,5810,48.9,9340,"AL"
2,"Eastern Screech-Owl",3730,27,52,7389.13,6703.5,0.55206444465752,2638.6,12837.2,1033.775,17198.875,7390,6700,2640,12800,1030,17200,"AL"
2,"Northern Rough-winged Swallow",6170,27,52,160008.73,158579.5,0.276498045108795,103344.3,218563.3,88932.05,242201.55,160000,159000,103000,219000,88900,242000,"AL"
2,"Red-bellied Woodpecker",4090,24,5,49382.07,46972.5,0.303202737145785,32240.9,68752.2,28889.475,85175.325,49400,47000,32200,68800,28900,85200,"AL"
2,"Purple Martin",6110,24,5,10605.71,10324,0.352004737298943,6192.3,15388.6,5522.325,19426.7,10600,10300,6190,15400,5520,19400,"AL"
2,"Carolina Chickadee",7360,27,52,446070.35,435267.5,0.182054161149184,343742.8,543038.1,289711.7,599046.975,446000,435000,344000,543000,290000,599000,"AL"
2,"Acadian Flycatcher",4650,28,20,49635.73,47313.5,0.275106013140752,33556.1,67994.2,29811.35,81476.125,49600,47300,33600,68000,29800,81500,"AL"
2,"Ruby-throated Hummingbird",4280,24,5,62890.16,55184.5,0.538945411822001,28856.7,110192.4,20119.125,146698.075,62900,55200,28900,110000,20100,147000,"AL"
2,"Fish Crow",4900,29,4,434.18,410.5,0.642386460350485,135.6,748.800000000001,0,1074.825,434,410,136,749,0,1070,"AL"
2,"Common Yellowthroat",6810,24,5,41523.35,39926,0.263826437568416,29859.9,55135.1,24003.05,67665.95,41500,39900,29900,55100,24000,67700,"AL"
2,"Prothonotary Warbler",6370,27,52,69545.2,67740,0.308409010482196,45771.8,94958.6,36706.525,117169.7,69500,67700,45800,95000,36700,117000,"AL"
2,"Dickcissel",6040,28,20,2920.12,2452,0.617256997686593,954.7,5728.5,540.7,7353.75,2920,2450,955,5730,541,7350,"AL"
2,"Brown Thrasher",7050,27,52,147824.72,146481.5,0.265783384868954,100619.8,199794.8,84262.975,221527.025,148000,146000,101000,2e+05,84300,222000,"AL"
2,"Brown Thrasher",7050,24,5,20146.59,18371.5,0.382388817285345,12516.2,30234.6,10332.35,39408.925,20100,18400,12500,30200,10300,39400,"AL"
2,"Yellow-billed Cuckoo",3870,24,5,19386.26,17898.5,0.300596115165606,13043.2,27626.2,12181.475,32302.275,19400,17900,13000,27600,12200,32300,"AL"
2,"Black Vulture",3260,28,20,13817.47,11358,0.575527627899553,5956.6,25266.4,4289.175,34516.6,13800,11400,5960,25300,4290,34500,"AL"
2,"Carolina Chickadee",7360,29,4,35695.84,35739.5,0.297691735043599,22148.5,48137.5,18046.5,56379.475,35700,35700,22100,48100,18000,56400,"AL"
2,"Cliff Swallow",6120,27,52,163448.19,142543.5,0.56945895989685,65920.2,305577.5,46723.775,384260.849999999,163000,143000,65900,306000,46700,384000,"AL"
2,"Ruby-throated Hummingbird",4280,27,52,486396.17,404868.5,0.455714151497558,286321.4,787207.8,234469.85,1051504.5,486000,405000,286000,787000,234000,1050000,"AL"
2,"Brown Thrasher",7050,28,20,110843.95,102393,0.306495399961719,74133.1,162108.7,60909.775,186640.6,111000,102000,74100,162000,60900,187000,"AL"
2,"Hairy Woodpecker",3930,24,5,705.15,566.5,0.977987264320699,141.3,1357.3,0,2281.325,705,566,141,1360,0,2280,"AL"
2,"Northern Mockingbird",7030,27,52,914703.6,885303.5,0.267185396580731,636707,1275148.7,545444.775,1403645.675,915000,885000,637000,1280000,545000,1400000,"AL"
2,"Pileated Woodpecker",4050,28,20,21148.37,20217,0.292570216988091,13987.9,28595.6,12308.075,35585.2,21100,20200,14000,28600,12300,35600,"AL"
2,"Red-bellied Woodpecker",4090,29,4,32075.5,30627,0.313325008831128,20316.3,45847.8,18486.125,53220.25,32100,30600,20300,45800,18500,53200,"AL"
2,"Eastern Towhee",5870,29,4,142738.4,144207.5,0.222751100670518,105327.5,180762.3,89021.45,206754.05,143000,144000,105000,181000,89000,207000,"AL"
2,"Field Sparrow",5630,29,4,8080.76,7249.5,0.390834150724555,4754.6,12805,3426.375,14938.875,8080,7250,4750,12800,3430,14900,"AL"
2,"Northern Cardinal",5930,24,5,358701.67,339996,0.284031289041486,240472.5,521047.1,218304.575,575491.375,359000,340000,240000,521000,218000,575000,"AL"
2,"Eurasian Collared-Dove",22860,29,4,1718.67,1428,0.777755598280611,263.5,3480.4,102.925,5030.625,1720,1430,264,3480,103,5030,"AL"
