"Prov","cn","Aou","mean.PopEst","med.PopEst","Coeff.var","LCI80.PopEst","UCI80.PopEst","LCI95.PopEst","UCI95.PopEst","rounded.mean.PopEst","rounded.med.PopEst","rounded.LCI80.PopEst","rounded.UCI80.PopEst","rounded.LCI95.PopEst","rounded.UCI95.PopEst","st_abrev"
"11","Tree Swallow",6140,10267708.44,10232316,0.125556128420698,8609141.8,11901682.7,8212041.375,13093765.075,10300000,10200000,8610000,11900000,8210000,13100000,"BC"
"11","Brown-headed Cowbird",4950,9313845.7,9268936.5,0.138993636662598,7777489.3,11072264.5,7141162.975,11946265.55,9310000,9270000,7780000,11100000,7140000,11900000,"BC"
"11","Spotted Towhee",5880,9372879.51,9255677.5,0.14198720898605,7754147.7,10898160.4,7012596.8,12113140.775,9370000,9260000,7750000,10900000,7010000,12100000,"BC"
"11","Common Redpoll",5280,1024689.54,886209,0.859191005461614,57991.6,2353424.2,19005.425,2849476.075,1020000,886000,58000,2350000,19000,2850000,"BC"
"11","Bobolink",4940,11083.1,9578,0.728226765048019,1645.2,22023.8,0,28727.775,11100,9580,1650,22000,0,28700,"BC"
"11","Cliff Swallow",6120,3095461.53,2634308.5,0.611726946576537,1005816.9,5907389.4,669172.65,7528516.275,3100000,2630000,1010000,5910000,669000,7530000,"BC"
"11","Lewis's Woodpecker",4080,13846.83,12552,0.50951121251432,5387.7,22849.2,3250.325,29352,13800,12600,5390,22800,3250,29400,"BC"
"11","Say's Phoebe",4570,64850.4,64809.5,0.347088050066268,33711.5,94875.6,27252.425,111530.325,64900,64800,33700,94900,27300,112000,"BC"
"11","Rock Wren",7150,1889.84,1767.5,0.610307183117163,631.6,3605.1,166.425,4501.975,1890,1770,632,3610,166,4500,"BC"
"11","White-throated Sparrow",5580,11180521.07,11004207,0.189260412979829,8560219.8,14307708.3,7495254.7,15430444.925,11200000,1.1e+07,8560000,14300000,7500000,15400000,"BC"
"11","Ovenbird",6740,2665376.13,2684735.5,0.224758766666379,1973890.9,3345766.7,1601199.375,3793214.725,2670000,2680000,1970000,3350000,1600000,3790000,"BC"
"11","Golden Eagle",3490,881.71,744,0.800306814684578,231.3,1523.8,91.95,2321.125,882,744,231,1520,92,2320,"BC"
"11","Lazuli Bunting",5990,4520923.93,4527330.5,0.21114793321753,3406861.7,5802380.1,2947196.925,6657229.075,4520000,4530000,3410000,5800000,2950000,6660000,"BC"
"11","Black-capped Chickadee",7350,18371853.74,18460361,0.128494579850077,15409150.7,21262058.6,14161363.525,22898004.75,18400000,18500000,15400000,21300000,14200000,22900000,"BC"
"11","Fox Sparrow",5850,7759466.99,8297711,0.633382903685755,2068127.1,14349907.3,1611305.625,17414755.575,7760000,8300000,2070000,14300000,1610000,17400000,"BC"
"11","Grasshopper Sparrow",5460,8277.03,7060,0.871987335313007,0,16117.9,0,26015.475,8280,7060,0,16100,0,26000,"BC"
"11","Dark-eyed Junco",5670,32224624.2,32580751.5,0.279084120104554,20146265.2,44547539.3,14796243.45,47846053.3,32200000,32600000,20100000,44500000,14800000,47800000,"BC"
"11","Northern Waterthrush",6750,12391498.65,12428985,0.104747953263838,10600299,13778379.3,9946596.7,15090620.175,12400000,12400000,10600000,13800000,9950000,15100000,"BC"
"11","Least Flycatcher",4670,8994758.51,9079139,0.120456822654012,7789241.3,10379271.9,7222970.4,11160294.075,8990000,9080000,7790000,10400000,7220000,11200000,"BC"
"11","Golden-crowned Sparrow",5570,5867924.39,5778016,0.739496988374389,148890.8,11050012.2,37575.525,14372679.725,5870000,5780000,149000,11100000,37600,14400000,"BC"
"11","Sharp-tailed Grouse",3080,7997.86,4826.5,1.07440522721377,0,20417.6,0,26185.65,8000,4830,0,20400,0,26200,"BC"
"11","Eastern Kingbird",4440,1350750.13,1351651.5,0.264176150485311,922595,1747075.3,813387.65,2110584.775,1350000,1350000,923000,1750000,813000,2110000,"BC"
"11","Northern Harrier",3310,71368.46,68522,0.388674214505832,40844.2,103309.1,25987.95,131508.55,71400,68500,40800,103000,26000,132000,"BC"
"11","Chestnut-backed Chickadee",7410,30531974.04,30647965,0.155490550641493,24348428.4,36650985.7,21864512.725,39016341.975,30500000,30600000,24300000,36700000,21900000,3.9e+07,"BC"
"11","Yellow-bellied Flycatcher",4630,845560.36,816733,0.391516355633629,450488.2,1311871.6,268202.05,1508084.15,846000,817000,450000,1310000,268000,1510000,"BC"
"11","Belted Kingfisher",3900,1277036.83,1285136,0.171187467017885,977328.5,1543552.2,827457.05,1663082.975,1280000,1290000,977000,1540000,827000,1660000,"BC"
"11","Eurasian Collared-Dove",22860,1294750.22,1257955,0.193178447342972,1002187.4,1631302.9,886206.6,1775489.375,1290000,1260000,1e+06,1630000,886000,1780000,"BC"
"11","Sooty Grouse",2971,1293865.23,1257647.5,0.375946829763,685250.7,1884015.5,520796.475,2240288.1,1290000,1260000,685000,1880000,521000,2240000,"BC"
"11","Sharp-shinned Hawk",3320,193486.08,185072,0.378111861540176,100510.8,271461.5,67509.075,356520.125,193000,185000,101000,271000,67500,357000,"BC"
"11","Black-throated Gray Warbler",6650,2095585.69,2006467.5,0.279141202131556,1386377.9,2828734.1,1217046.125,3338170.6,2100000,2010000,1390000,2830000,1220000,3340000,"BC"
"11","Dusky Flycatcher",4690,11612220.07,11614098.5,0.153401582840577,9020628.4,14114989.4,8284590.35,14475913.675,11600000,11600000,9020000,14100000,8280000,14500000,"BC"
"11","Purple Martin",6110,270941.41,247400.5,0.58773301697008,103064,449146.2,39911.375,680704.999999998,271000,247000,103000,449000,39900,681000,"BC"
"11","Northern Saw-whet Owl",3720,19109.99,17430,0.789826684525736,0,35665.7,0,59368.0499999999,19100,17400,0,35700,0,59400,"BC"
"11","Northern Flicker",4120,406399.54,386788,0.363343440714667,235681.5,593148.4,117969.1,681362.7,406000,387000,236000,593000,118000,681000,"BC"
"11","Bald Eagle",3520,904948.51,848579,0.314761269755889,594179.8,1289170.1,527852.4,1537199.575,905000,849000,594000,1290000,528000,1540000,"BC"
"11","American Kestrel",3600,463072.45,457636,0.19686094745978,338278,580746.8,312960.6,662694.05,463000,458000,338000,581000,313000,663000,"BC"
"11","Yellow Warbler",6520,27778889.26,27604864.5,0.100880880303692,24033242.2,31581093.1,22831135.675,33606819.225,27800000,27600000,2.4e+07,31600000,22800000,33600000,"BC"
"11","Ring-necked Pheasant",3091,74013.29,69274,0.444483190032374,38542.4,125020.2,31725.725,146403.8,74000,69300,38500,125000,31700,146000,"BC"
"11","Rock Pigeon",3131,898773.24,829801.5,0.459275924177573,462900.5,1465961.7,317435.55,1741022.1,899000,830000,463000,1470000,317000,1740000,"BC"
"11","American Goldfinch",5290,3938685.06,3898283,0.212775667568074,2858594.8,4930092.6,2710350.35,5833599.6,3940000,3900000,2860000,4930000,2710000,5830000,"BC"
"11","Cedar Waxwing",6190,38224201.22,37279265.5,0.14093399003234,31758480.8,45212193.1,30409747.65,51050610.7,38200000,37300000,31800000,45200000,30400000,51100000,"BC"
"11","Vesper Sparrow",5400,2161447.41,2082083.5,0.229330197340456,1521873.1,2763335.8,1382480.875,3189582.85,2160000,2080000,1520000,2760000,1380000,3190000,"BC"
"11","Northern Rough-winged Swallow",6170,7028512.75,6717877.5,0.296702684480618,4706767.3,9502247.9,4199298.3,12598115.925,7030000,6720000,4710000,9500000,4200000,12600000,"BC"
"11","Violet-green Swallow",6150,10972769.49,10776326.5,0.197052816313883,8274045.9,13892988.8,7673445,15922447.35,1.1e+07,10800000,8270000,13900000,7670000,15900000,"BC"
"11","Black-and-white Warbler",6360,2753776.35,2739476,0.228528946987521,1812390.9,3628764.9,1523250.3,3915462.825,2750000,2740000,1810000,3630000,1520000,3920000,"BC"
"11","American Three-toed Woodpecker",4010,924643.79,857385,0.513686568589923,371888.8,1508154.4,268023.175,2015078.125,925000,857000,372000,1510000,268000,2020000,"BC"
"11","Red-tailed Hawk",3370,279966.14,278893,0.137821185221905,234212.2,331718.3,215574.8,359179.35,280000,279000,234000,332000,216000,359000,"BC"
"11","Ruby-crowned Kinglet",7490,17692803.17,17346734.5,0.109970428636339,15450115,20116579.5,14001236.525,21556743.55,17700000,17300000,15500000,20100000,1.4e+07,21600000,"BC"
"11","Gray-cheeked Thrush",7570,2582171.72,2585150,0.867283823229123,0,5588254,0,7690851.525,2580000,2590000,0,5590000,0,7690000,"BC"
"11","Hutton's Vireo",6320,330824.2,321208.5,0.286270107091563,231452.3,432219.3,175296.175,524422.5,331000,321000,231000,432000,175000,524000,"BC"
"11","Osprey",3640,256984.56,254821.5,0.252265986388682,176659.2,327145.2,134435.7,374572.825,257000,255000,177000,327000,134000,375000,"BC"
"11","Pine Siskin",5330,73919024.06,71631035,0.191541325361293,57139988.6,92890786.1,51595886.5,106128021.1,73900000,71600000,57100000,92900000,51600000,1.06e+08,"BC"
"11","Western Kingbird",4470,398255.13,384628.5,0.220044101809382,297191.9,539746.7,245553.85,580889.95,398000,385000,297000,540000,246000,581000,"BC"
"11","Blackpoll Warbler",6610,4854410.88,4868939,0.39613485852122,2469202.5,7264025.4,1220905.275,8445469.725,4850000,4870000,2470000,7260000,1220000,8450000,"BC"
"11","Rufous Hummingbird",4330,55409926.28,55532159,0.161285369396608,43588533.4,65301852.4,40386415.825,74524803.9749999,55400000,55500000,43600000,65300000,40400000,74500000,"BC"
"11","Savannah Sparrow",5420,14715689.96,14534132.5,0.209214751969421,10704316.2,18062756,9363974.2,21528001.775,14700000,14500000,10700000,18100000,9360000,21500000,"BC"
"11","Black-throated Green Warbler",6670,16538.59,15586.5,0.694277682246526,2413.8,32467.7,0,41438.675,16500,15600,2410,32500,0,41400,"BC"
"11","Steller's Jay",4780,1434644.44,1404508,0.209060451676474,1071847.9,1833143.7,970250.325,2149064.75,1430000,1400000,1070000,1830000,970000,2150000,"BC"
"11","Olive-sided Flycatcher",4590,1573544.16,1574584.5,0.177455757816399,1211676.9,1951414.1,1077050.775,2091785.9,1570000,1570000,1210000,1950000,1080000,2090000,"BC"
"11","Chipping Sparrow",5600,43977567.5,43277523,0.111979965640308,38722680.9,50650847.8,34590595.825,53543432.025,4.4e+07,43300000,38700000,50700000,34600000,53500000,"BC"
"11","Mountain Chickadee",7380,6282743.04,6206155.5,0.202234900642141,4722891.6,7855047.7,4037488.35,8571684.35,6280000,6210000,4720000,7860000,4040000,8570000,"BC"
"11","Bank Swallow",6160,462356.17,408318.5,0.641423799258516,108024.3,864278.3,82601.9,1075422.2,462000,408000,108000,864000,82600,1080000,"BC"
"11","Common Raven",4860,1895242.69,1898653.5,0.0700401304648819,1733415.1,2059889.1,1623861.175,2187066.1,1900000,1900000,1730000,2060000,1620000,2190000,"BC"
"11","Common Yellowthroat",6810,11745050.98,11592174,0.125920743411864,9992219.8,13736521.1,9108218.475,14242023.5,11700000,11600000,9990000,13700000,9110000,14200000,"BC"
"11","Anna's Hummingbird",4310,1748287.54,1629020,0.513982226017187,784240.4,2846148,549470.1,3486160.25,1750000,1630000,784000,2850000,549000,3490000,"BC"
"11","Dusky Grouse",2970,2860.52,2285.5,0.843805648001833,168.3,6389.40000000001,0,8815.875,2860,2290,168,6390,0,8820,"BC"
"11","Blue Jay",4770,22685.47,22487,0.412414441888467,12058.5,34649.4,8087.975,44579.05,22700,22500,12100,34600,8090,44600,"BC"
"11","American Crow",4880,3754541.26,3782142.5,0.118666420493651,3210864.3,4330922.3,2853537.275,4585047.4,3750000,3780000,3210000,4330000,2850000,4590000,"BC"
"11","Black-chinned Hummingbird",4290,328056.96,263231,0.961115985233097,21524.9,798557.5,0,1032230.425,328000,263000,21500,799000,0,1030000,"BC"
"11","Band-tailed Pigeon",3120,2056530.09,1967220.5,0.309825550225946,1336096.1,2858450.3,1079867.175,3598923.8,2060000,1970000,1340000,2860000,1080000,3600000,"BC"
"11","Wilson's Warbler",6850,40615214.07,39010041.5,0.476972549556283,19235154.7,62658334,13180060.725,90309695.875,40600000,3.9e+07,19200000,62700000,13200000,90300000,"BC"
"11","Rusty Blackbird",5090,937746.98,832706,0.596865877843683,286512.9,1626940.3,73299.75,2047755.7,938000,833000,287000,1630000,73300,2050000,"BC"
"11","Marsh Wren",7250,552120.98,533528.5,0.366553235280434,315295.1,785646,257472.8,990438.675,552000,534000,315000,786000,257000,990000,"BC"
"11","Black-headed Grosbeak",5960,1912335.26,1870282,0.166451364165021,1520557.6,2396964.1,1420028.975,2553996.4,1910000,1870000,1520000,2400000,1420000,2550000,"BC"
"11","Boreal Chickadee",7400,5029212.74,4961631.5,0.298811435626551,3247601,7265613,2001026.125,7780020.125,5030000,4960000,3250000,7270000,2e+06,7780000,"BC"
"11","Bullock's Oriole",5080,1309950.94,1275033.5,0.329291430222797,754561.5,1946790,635273.825,2109306.25,1310000,1280000,755000,1950000,635000,2110000,"BC"
"11","Red-breasted Sapsucker",4030,26731065.16,23455962,0.364791322703838,16134117.6,42250251.6,13956506.5,47709569.65,26700000,23500000,16100000,42300000,1.4e+07,47700000,"BC"
"11","Pacific Wren",7221,14349787.45,14104311,0.164716805762325,11156123.5,17631348.9,10218653.775,19423023.325,14300000,14100000,11200000,17600000,10200000,19400000,"BC"
"11","Cape May Warbler",6500,10026.14,7759,0.848876254285989,0,22145.3,0,29485.675,10000,7760,0,22100,0,29500,"BC"
"11","Western Tanager",6070,14247091.63,14240783,0.0881244545476841,12721697.3,15919077.2,12125525.2,17050764.25,14200000,14200000,12700000,15900000,12100000,17100000,"BC"
"11","White-breasted Nuthatch",7270,119510.66,115614,0.472207942939528,48524.4,189261.4,31301.5,250038.35,120000,116000,48500,189000,31300,250000,"BC"
"11","Great Horned Owl",3750,53327.39,43374.5,0.595055944411601,18844,102184.5,15425.025,128761.15,53300,43400,18800,102000,15400,129000,"BC"
"11","Warbling Vireo",6270,46583648.79,46788808,0.0892528712837889,40921394.1,52135836.6,39438447.35,54357357.975,46600000,46800000,40900000,52100000,39400000,54400000,"BC"
"11","Bohemian Waxwing",6180,1473300.27,1462582.5,0.617630557012018,331751.7,2645567.1,166124.425,3175322.85,1470000,1460000,332000,2650000,166000,3180000,"BC"
"11","Bushtit",7430,1097553.33,1069116.5,0.425874741063171,542609.2,1689768,368874.375,2156773.775,1100000,1070000,543000,1690000,369000,2160000,"BC"
"11","Brown Creeper",7260,3322492.48,3324661.5,0.150749509151978,2703487.8,4060617.2,2469921.975,4249425.575,3320000,3320000,2700000,4060000,2470000,4250000,"BC"
"11","Calliope Hummingbird",4360,1790666.75,1852862,0.400747729724972,875423.9,2691655.1,715011.4,3241080.425,1790000,1850000,875000,2690000,715000,3240000,"BC"
"11","Western Meadowlark",5011,751924.96,743045.5,0.253083239794098,524935.1,992376.8,400576.275,1117427.15,752000,743000,525000,992000,401000,1120000,"BC"
"11","Canada Warbler",6860,135062.26,123423,0.692380244129992,0,265667.6,0,338755.675,135000,123000,0,266000,0,339000,"BC"
"11","Pine Grosbeak",5150,543524.84,522704.5,0.57567018213522,196238.2,996060.1,112784.775,1291552.325,544000,523000,196000,996000,113000,1290000,"BC"
"11","Swainson's Thrush",7580,94520524.2,94744082,0.109396320270254,80900458.9,107954724.2,74357477.7,113711980.675,94500000,94700000,80900000,1.08e+08,74400000,1.14e+08,"BC"
"11","Barred Owl",3680,67895.32,67781.5,0.295569667374807,42803.1,92984.9,33467.025,108568.775,67900,67800,42800,93000,33500,109000,"BC"
"11","Purple Finch",5170,5427691.52,5182893.5,0.19943097194906,4286318.2,6627123.5,3414028.35,7359074.05,5430000,5180000,4290000,6630000,3410000,7360000,"BC"
"11","Brewer's Blackbird",5100,7236165.56,7104055.5,0.196755802379227,5630379.2,9114217.4,4936394.75,10092515.1,7240000,7100000,5630000,9110000,4940000,10100000,"BC"
"11","Common Nighthawk",4200,192963.51,192891.5,0.231461580150251,134750,253909.1,120966,278157.1,193000,193000,135000,254000,121000,278000,"BC"
