"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Black-chinned Hummingbird",4290,12381454.9689441,12276386.5884518,10858920.6349206,14216578.099839,9823676.96112261,14925313.6358408,12381454.9689441,12276386.5884518,10858920.6349206,14216578.099839,9823676.96112261,14925313.6358408,10764436.95,10673090.5,9440745.6,12359893,8540704.75,12976067.675,12400000,12300000,10900000,14200000,9820000,14900000,12400000,12300000,10900000,14200000,9820000,14900000,10800000,10700000,9440000,12400000,8540000,1.3e+07,2,2,2,2,2,TRUE,TRUE
"Costa's Hummingbird",4300,5365009.93294216,5368939.64794635,3098752.72422464,7151900.67057837,2383750.36672255,9066551.55071248,5365009.93294216,5368939.64794635,3098752.72422464,7151900.67057837,2383750.36672255,9066551.55071248,2560182.74,2562058,1478724.8,3412887,1137525.675,4326558.4,5370000,5370000,3100000,7150000,2380000,9070000,5370000,5370000,3100000,7150000,2380000,9070000,2560000,2560000,1480000,3410000,1140000,4330000,2,3,2,3,2,FALSE,FALSE
"Anna's Hummingbird",4310,23750641.0867294,23848160.3970742,19009494.7753396,27818520.2716823,17921323.0668757,31659837.7742947,23750641.0867294,23848160.3970742,19009494.7753396,27818520.2716823,17921323.0668757,31659837.7742947,22729363.52,22822689.5,18192086.5,26622323.9,17150706.175,30298464.75,23800000,23800000,1.9e+07,27800000,17900000,31700000,23800000,23800000,1.9e+07,27800000,17900000,31700000,22700000,22800000,18200000,26600000,17200000,30300000,2,2,2,2,2,TRUE,TRUE
"Broad-tailed Hummingbird",4320,51480117.4689194,51163813.3567102,43437138.1893529,59296127.3509723,41294470.0749123,63639198.597386,51480117.4689194,51163813.3567102,43437138.1893529,59296127.3509723,41294470.0749123,63639198.597386,32298625.7,32100176.5,27252460.5,37202390.3,25908150.525,39927233.2,51500000,51200000,43400000,59300000,41300000,63600000,51500000,51200000,43400000,59300000,41300000,63600000,32300000,32100000,27300000,37200000,25900000,39900000,1,2,1,2,1,TRUE,TRUE
"Rufous Hummingbird",4330,99184942.17,98404439,83782046.5,111812122.9,80393060.575,124827055.9,99184942.17,98404439,83782046.5,111812122.9,80393060.575,124827055.9,99184942.17,98404439,83782046.5,111812122.9,80393060.575,124827055.9,99200000,98400000,83800000,1.12e+08,80400000,1.25e+08,99200000,98400000,83800000,1.12e+08,80400000,1.25e+08,99200000,98400000,83800000,1.12e+08,80400000,1.25e+08,1,1,1,1,1,TRUE,TRUE
"Allen's Hummingbird",4340,2656510,2581346.5,1638873.2,3929088.6,1261317.85,4463772.075,2656510,2581346.5,1638873.2,3929088.6,1261317.85,4463772.075,2656510,2581346.5,1638873.2,3929088.6,1261317.85,4463772.075,2660000,2580000,1640000,3930000,1260000,4460000,2660000,2580000,1640000,3930000,1260000,4460000,2660000,2580000,1640000,3930000,1260000,4460000,3,3,3,3,3,TRUE,TRUE
"Calliope Hummingbird",4360,5055831.79677322,4958617.5969536,3665034.77302335,6479275.17787354,2990544.26796272,7550249.34863213,5055831.79677322,4958617.5969536,3665034.77302335,6479275.17787354,2990544.26796272,7550249.34863213,5045214.55,4948204.5,3657338.2,6465668.7,2984264.125,7534393.825,5060000,4960000,3670000,6480000,2990000,7550000,5060000,4960000,3670000,6480000,2990000,7550000,5050000,4950000,3660000,6470000,2980000,7530000,3,3,2,3,2,FALSE,TRUE
"Buff-bellied Hummingbird",4390,1712409.21658986,1295967.74193548,0,3654820.2764977,0,6209331.79723502,1712409.21658986,1295967.74193548,0,3654820.2764977,0,6209331.79723502,37159.28,28122.5,0,79309.6,0,134742.5,1710000,1300000,0,3650000,0,6210000,1710000,1300000,0,3650000,0,6210000,37200,28100,0,79300,0,135000,3,5,3,5,2,FALSE,FALSE
"Broad-billed Hummingbird",4410,8777757.62711865,7668661.01694915,2739159.3220339,16123128.8135593,1583810.16949153,22774646.6101695,8777757.62711865,7668661.01694915,2739159.3220339,16123128.8135593,1583810.16949153,22774646.6101695,258943.85,226225.5,80805.2,475632.3,46722.4,671852.074999999,8780000,7670000,2740000,16100000,1580000,22800000,8780000,7670000,2740000,16100000,1580000,22800000,259000,226000,80800,476000,46700,672000,2,3,2,3,2,FALSE,FALSE
"Scissor-tailed Flycatcher",4430,75956319.1692943,76045203.3271719,64440145.047298,88624648.6897902,60086199.1138415,95825160.5958465,75956319.1692943,76045203.3271719,64440145.047298,88624648.6897902,60086199.1138415,95825160.5958465,69857026.74,69938773.5,59265601.4,81508089.4,55261277.325,88130400.2,7.6e+07,7.6e+07,64400000,88600000,60100000,95800000,7.6e+07,7.6e+07,64400000,88600000,60100000,95800000,69900000,69900000,59300000,81500000,55300000,88100000,1,1,1,1,1,TRUE,TRUE
"Eastern Kingbird",4440,95718129.93,95528003,92612235.5,99101210.3,90685026.35,101984954.725,95718129.93,95528003,92612235.5,99101210.3,90685026.35,101984954.725,95718129.93,95528003,92612235.5,99101210.3,90685026.35,101984954.725,95700000,95500000,92600000,99100000,90700000,1.02e+08,95700000,95500000,92600000,99100000,90700000,1.02e+08,95700000,95500000,92600000,99100000,90700000,1.02e+08,1,1,1,1,1,TRUE,TRUE
"Gray Kingbird",4450,296128.371843095,241767.866738313,83547.0177324019,545818.377216551,29737.9097259538,815301.988178398,296128.371843095,241767.866738313,83547.0177324019,545818.377216551,29737.9097259538,815301.988178398,55109.49,44993,15548.1,101576.8,5534.225,151727.7,296000,242000,83500,546000,29700,815000,296000,242000,83500,546000,29700,815000,55100,45000,15500,102000,5530,152000,4,4,3,5,3,TRUE,FALSE
"Thick-billed Kingbird",4451,93539.7752808989,84213.4831460674,0,236175.280898876,0,286528.651685393,93539.7752808989,84213.4831460674,0,236175.280898876,0,286528.651685393,4162.52,3747.5,0,10509.8,0,12750.525,93500,84200,0,236000,0,287000,93500,84200,0,236000,0,287000,4160,3750,0,10500,0,12800,4,5,4,5,4,FALSE,FALSE
"Couch's Kingbird",4461,1313604.82615464,1257296.31551635,846839.128178516,1823690.71094966,737975.480020758,2051871.56201349,1313604.82615464,1257296.31551635,846839.128178516,1823690.71094966,737975.480020758,2051871.56201349,253131.65,242281,163185.9,351425.2,142207.875,395395.65,1310000,1260000,847000,1820000,738000,2050000,1310000,1260000,847000,1820000,738000,2050000,253000,242000,163000,351000,142000,395000,3,3,3,3,3,FALSE,FALSE
"Western Kingbird",4470,92232368.7729997,91949060.5614552,87374092.1038797,97795413.9417517,84990238.1453054,101022102.486594,92232368.7729997,91949060.5614552,87374092.1038797,97795413.9417517,84990238.1453054,101022102.486594,87722205.94,87452751.5,83101499,93013218.2,80834215.5,96082121.675,92200000,91900000,87400000,97800000,8.5e+07,1.01e+08,92200000,91900000,87400000,97800000,8.5e+07,1.01e+08,87700000,87500000,83100000,9.3e+07,80800000,96100000,1,1,1,1,1,TRUE,TRUE
"Cassin's Kingbird",4480,10628559.188956,10549762.7264884,8831681.33448375,12437786.0224331,8204369.49956859,12856753.37935,10628559.188956,10549762.7264884,8831681.33448375,12437786.0224331,8204369.49956859,12856753.37935,3695550.03,3668152.5,3070775.6,4324618.2,2852659.275,4470293.15,10600000,10500000,8830000,12400000,8200000,12900000,10600000,10500000,8830000,12400000,8200000,12900000,3700000,3670000,3070000,4320000,2850000,4470000,2,2,2,2,2,TRUE,TRUE
"Sulphur-bellied Flycatcher",4510,266547.674418605,202248.062015504,0,553500,0,823789.728682169,266547.674418605,202248.062015504,0,553500,0,823789.728682169,6876.93,5218,0,14280.3,0,21253.775,267000,202000,0,554000,0,824000,267000,202000,0,554000,0,824000,6880,5220,0,14300,0,21300,4,5,3,5,3,FALSE,FALSE
"Great Crested Flycatcher",4520,56130147.0894179,56116075.715143,54034352.7705541,58115720.0440088,53783083.7417483,59574104.6459292,56130147.0894179,56116075.715143,54034352.7705541,58115720.0440088,53783083.7417483,59574104.6459292,56118921.06,56104852.5,54023545.9,58104096.9,53772327.125,59562189.825,56100000,56100000,5.4e+07,58100000,53800000,59600000,56100000,56100000,5.4e+07,58100000,53800000,59600000,56100000,56100000,5.4e+07,58100000,53800000,59600000,1,1,1,1,1,TRUE,TRUE
"Brown-crested Flycatcher",4530,47459638.8888889,45796303.4188034,34980487.1794872,63711773.5042735,30845518.1623932,73475829.059829,47459638.8888889,45796303.4188034,34980487.1794872,63711773.5042735,30845518.1623932,73475829.059829,1110555.55,1071633.5,818543.4,1490855.5,721785.125,1719334.4,47500000,45800000,3.5e+07,63700000,30800000,73500000,47500000,45800000,3.5e+07,63700000,30800000,73500000,1110000,1070000,819000,1490000,722000,1720000,2,2,1,2,1,FALSE,FALSE
"Ash-throated Flycatcher",4540,44213115.6851561,44288584.0581777,41306403.1085128,46933461.0009981,40403947.5260231,48691193.2126052,44213115.6851561,44288584.0581777,41306403.1085128,46933461.0009981,40403947.5260231,48691193.2126052,31006658.03,31059584,28968180.5,32914436.2,28335288.4,34147133.8,44200000,44300000,41300000,46900000,40400000,48700000,44200000,44300000,41300000,46900000,40400000,48700000,3.1e+07,31100000,2.9e+07,32900000,28300000,34100000,2,2,2,2,2,TRUE,TRUE
"Eastern Phoebe",4560,60391495.12,60242029,58703884.8,62294571.6,57453211.775,63532516.9,60391495.12,60242029,58703884.8,62294571.6,57453211.775,63532516.9,60391495.12,60242029,58703884.8,62294571.6,57453211.775,63532516.9,60400000,60200000,58700000,62300000,57500000,63500000,60400000,60200000,58700000,62300000,57500000,63500000,60400000,60200000,58700000,62300000,57500000,63500000,1,1,1,1,1,TRUE,TRUE
"Say's Phoebe",4570,4682398.16079295,4692370.59471366,4431113.43612335,4915336.78414097,4305418.94273128,5024603.35903084,4682398.16079295,4692370.59471366,4431113.43612335,4915336.78414097,4305418.94273128,5024603.35903084,4251617.53,4260672.5,4023451,4463125.8,3909320.4,4562339.85,4680000,4690000,4430000,4920000,4310000,5020000,4680000,4690000,4430000,4920000,4310000,5020000,4250000,4260000,4020000,4460000,3910000,4560000,3,3,3,3,2,TRUE,TRUE
"Black Phoebe",4580,41026090.1241535,40865922.6862302,33077808.6907449,50274519.751693,30109979.1196388,55150231.0948081,41026090.1241535,40865922.6862302,33077808.6907449,50274519.751693,30109979.1196388,55150231.0948081,7269823.17,7241441.5,5861387.7,8908644.9,5335488.3,9772620.95,4.1e+07,40900000,33100000,50300000,30100000,55200000,4.1e+07,40900000,33100000,50300000,30100000,55200000,7270000,7240000,5860000,8910000,5340000,9770000,2,2,1,2,1,TRUE,TRUE
"Olive-sided Flycatcher",4590,8983085.17514805,9037318.57874134,8145478.36996888,9883210.17765733,7669384.54782696,10390470.7166516,8983085.17514805,9037318.57874134,8145478.36996888,9883210.17765733,7669384.54782696,10390470.7166516,8949847.76,9003880.5,8115340.1,9846642.3,7641007.825,10352025.975,8980000,9040000,8150000,9880000,7670000,10400000,8980000,9040000,8150000,9880000,7670000,10400000,8950000,9e+06,8120000,9850000,7640000,10400000,2,2,2,2,2,TRUE,TRUE
"Greater Pewee",4600,118725.987841945,100345.744680851,36882.9787234043,202935.410334347,16395.1367781155,315984.992401216,118725.987841945,100345.744680851,36882.9787234043,202935.410334347,16395.1367781155,315984.992401216,15624.34,13205.5,4853.8,26706.3,2157.6,41583.625,119000,1e+05,36900,203000,16400,316000,119000,1e+05,36900,203000,16400,316000,15600,13200,4850,26700,2160,41600,4,5,4,5,4,FALSE,FALSE
"Eastern Wood-Pewee",4610,42757806.47,42817575.5,41737035,44060992.4,41154034.35,44489957.525,42757806.47,42817575.5,41737035,44060992.4,41154034.35,44489957.525,42757806.47,42817575.5,41737035,44060992.4,41154034.35,44489957.525,42800000,42800000,41700000,44100000,41200000,44500000,42800000,42800000,41700000,44100000,41200000,44500000,42800000,42800000,41700000,44100000,41200000,44500000,2,2,2,2,2,TRUE,TRUE
"Western Wood-Pewee",4620,44796154.1126534,44661290.5816221,42225330.618332,47498399.7935069,41030892.4515315,48389626.2762418,44796154.1126534,44661290.5816221,42225330.618332,47498399.7935069,41030892.4515315,48389626.2762418,39048807.54,38931247,36807820.7,41404355.1,35766628.95,42181237.225,44800000,44700000,42200000,47500000,4.1e+07,48400000,44800000,44700000,42200000,47500000,4.1e+07,48400000,3.9e+07,38900000,36800000,41400000,35800000,42200000,2,2,2,2,2,TRUE,TRUE
"Yellow-bellied Flycatcher",4630,36803867.76,36950074,33231164.6,40396272.3,30947605.325,42124268.975,36803867.76,36950074,33231164.6,40396272.3,30947605.325,42124268.975,36803867.76,36950074,33231164.6,40396272.3,30947605.325,42124268.975,36800000,3.7e+07,33200000,40400000,30900000,42100000,36800000,3.7e+07,33200000,40400000,30900000,42100000,36800000,3.7e+07,33200000,40400000,30900000,42100000,2,2,2,2,2,TRUE,TRUE
"Cordilleran Flycatcher",4640,8396124.22759681,8575422.20047532,6474461.62449322,10095534.6008668,5640897.07115895,11458706.0673843,8396124.22759681,8575422.20047532,6474461.62449322,10095534.6008668,5640897.07115895,11458706.0673843,6005747.66,6133999.5,4631182.4,7221335.9,4034933.675,8196412.45,8400000,8580000,6470000,10100000,5640000,11500000,8400000,8580000,6470000,10100000,5640000,11500000,6010000,6130000,4630000,7220000,4030000,8200000,2,2,2,2,2,TRUE,TRUE
"Pacific-slope Flycatcher",4641,53035057.8677137,53143494.4125642,47536247.2566193,58911890.1640995,44496811.3359509,62646002.0134904,53035057.8677137,53143494.4125642,47536247.2566193,58911890.1640995,44496811.3359509,62646002.0134904,52679722.98,52787433,47217754.4,58517180.5,44198682.7,62226273.8,5.3e+07,53100000,47500000,58900000,44500000,62600000,5.3e+07,53100000,47500000,58900000,44500000,62600000,52700000,52800000,47200000,58500000,44200000,62200000,1,2,1,2,1,TRUE,TRUE
"Acadian Flycatcher",4650,54351579.89,54323008.5,51866852.6,57106304.4,50509472.9,58792740.45,54351579.89,54323008.5,51866852.6,57106304.4,50509472.9,58792740.45,54351579.89,54323008.5,51866852.6,57106304.4,50509472.9,58792740.45,54400000,54300000,51900000,57100000,50500000,58800000,54400000,54300000,51900000,57100000,50500000,58800000,54400000,54300000,51900000,57100000,50500000,58800000,1,1,1,1,1,TRUE,TRUE
"Willow Flycatcher",4660,17790952.22,17600492,16129176.5,19507969.8,15575825.475,20674013.1,17790952.22,17600492,16129176.5,19507969.8,15575825.475,20674013.1,17790952.22,17600492,16129176.5,19507969.8,15575825.475,20674013.1,17800000,17600000,16100000,19500000,15600000,20700000,17800000,17600000,16100000,19500000,15600000,20700000,17800000,17600000,16100000,19500000,15600000,20700000,2,2,2,2,2,TRUE,TRUE
"Alder Flycatcher",4661,207093905.27,207233093,193102242.6,222089322.7,190318631.575,225414183.1,207093905.27,207233093,193102242.6,222089322.7,190318631.575,225414183.1,207093905.27,207233093,193102242.6,222089322.7,190318631.575,225414183.1,2.07e+08,2.07e+08,1.93e+08,2.22e+08,1.9e+08,2.25e+08,2.07e+08,2.07e+08,1.93e+08,2.22e+08,1.9e+08,2.25e+08,2.07e+08,2.07e+08,1.93e+08,2.22e+08,1.9e+08,2.25e+08,1,1,1,1,1,TRUE,TRUE
"Least Flycatcher",4670,80161636.18,80489798,75496336.8,84650606.4,72913035.1,89457248,80161636.18,80489798,75496336.8,84650606.4,72913035.1,89457248,80161636.18,80489798,75496336.8,84650606.4,72913035.1,89457248,80200000,80500000,75500000,84700000,72900000,89500000,80200000,80500000,75500000,84700000,72900000,89500000,80200000,80500000,75500000,84700000,72900000,89500000,1,1,1,1,1,TRUE,TRUE
"Hammond's Flycatcher",4680,57425250.39,57594280,52077757.5,63666072.1,49220664.05,66936673.175,57425250.39,57594280,52077757.5,63666072.1,49220664.05,66936673.175,57425250.39,57594280,52077757.5,63666072.1,49220664.05,66936673.175,57400000,57600000,52100000,63700000,49200000,66900000,57400000,57600000,52100000,63700000,49200000,66900000,57400000,57600000,52100000,63700000,49200000,66900000,1,1,1,2,1,TRUE,TRUE
"Dusky Flycatcher",4690,26363093.1225456,26367415.66811,23478185.3791159,28606856.0064445,22611327.3839492,30313350.3927097,26363093.1225456,26367415.66811,23478185.3791159,28606856.0064445,22611327.3839492,30313350.3927097,26181187.78,26185480.5,23316185.9,28409468.7,22455309.225,30104188.275,26400000,26400000,23500000,28600000,22600000,30300000,26400000,26400000,23500000,28600000,22600000,30300000,26200000,26200000,23300000,28400000,22500000,30100000,2,2,2,2,2,TRUE,TRUE
"Gray Flycatcher",4691,9427487.22,9170443.5,7332219.5,11582128.6,6474153.575,12808456.375,9427487.22,9170443.5,7332219.5,11582128.6,6474153.575,12808456.375,9427487.22,9170443.5,7332219.5,11582128.6,6474153.575,12808456.375,9430000,9170000,7330000,11600000,6470000,12800000,9430000,9170000,7330000,11600000,6470000,12800000,9430000,9170000,7330000,11600000,6470000,12800000,2,2,2,2,2,TRUE,TRUE
"Vermilion Flycatcher",4710,7584369.50718686,7494245.3798768,5536824.43531828,9993529.77412731,4924465.60574949,11520248.7166324,7584369.50718686,7494245.3798768,5536824.43531828,9993529.77412731,4924465.60574949,11520248.7166324,738717.59,729939.5,539286.7,973369.8,479642.95,1122072.225,7580000,7490000,5540000,9990000,4920000,11500000,7580000,7490000,5540000,9990000,4920000,11500000,739000,730000,539000,973000,480000,1120000,2,2,2,3,2,FALSE,FALSE
"Northern Beardless-Tyrannulet",4720,2412220.16129032,2001290.32258065,1036298.38709677,4334733.87096774,514625,5095354.83870968,2412220.16129032,2001290.32258065,1036298.38709677,4334733.87096774,514625,5095354.83870968,29911.53,24816,12850.1,53750.7,6381.35,63182.4,2410000,2e+06,1040000,4330000,515000,5100000,2410000,2e+06,1040000,4330000,515000,5100000,29900,24800,12900,53800,6380,63200,3,3,3,3,2,FALSE,FALSE
"Horned Lark",4740,886020962.796683,884275046.468401,666940747.211896,1105889156.99171,556405852.480698,1174539081.39119,664539476.010724,663229991.957105,500223440.857909,829446516.246649,417319306.407507,880935800.026809,619683061.38,618461967.5,466458358.6,773458876.4,389150253.225,821472633.525,8.86e+08,8.84e+08,6.67e+08,1.11e+09,5.56e+08,1.17e+09,6.65e+08,6.63e+08,5e+08,8.29e+08,4.17e+08,8.81e+08,6.2e+08,6.18e+08,4.66e+08,7.73e+08,3.89e+08,8.21e+08,1,1,1,1,1,TRUE,TRUE
"Black-billed Magpie",4750,14348865.62,14377171,13326803.7,15440276.4,13101411.5,15717051.5,14348865.62,14377171,13326803.7,15440276.4,13101411.5,15717051.5,14348865.62,14377171,13326803.7,15440276.4,13101411.5,15717051.5,14300000,14400000,13300000,15400000,13100000,15700000,14300000,14400000,13300000,15400000,13100000,15700000,14300000,14400000,13300000,15400000,13100000,15700000,2,2,2,2,2,TRUE,TRUE
"Yellow-billed Magpie",4760,927313.21,872749,664682.5,1251030.7,568215.25,1398687.525,927313.21,872749,664682.5,1251030.7,568215.25,1398687.525,927313.21,872749,664682.5,1251030.7,568215.25,1398687.525,927000,873000,665000,1250000,568000,1400000,927000,873000,665000,1250000,568000,1400000,927000,873000,665000,1250000,568000,1400000,3,3,3,3,3,FALSE,TRUE
"Blue Jay",4770,92539009.57,92578120.5,90330509.5,94736417.7,89173005.15,95510231.25,92539009.57,92578120.5,90330509.5,94736417.7,89173005.15,95510231.25,92539009.57,92578120.5,90330509.5,94736417.7,89173005.15,95510231.25,92500000,92600000,90300000,94700000,89200000,95500000,92500000,92600000,90300000,94700000,89200000,95500000,92500000,92600000,90300000,94700000,89200000,95500000,1,1,1,1,1,TRUE,TRUE
"Steller's Jay",4780,15926512.8463476,15753988.6649874,14580615.6171285,17296067.7581864,14077077.7707809,17947161.6498741,15926512.8463476,15753988.6649874,14580615.6171285,17296067.7581864,14077077.7707809,17947161.6498741,12645651.2,12508667,11577008.8,13733077.8,11177199.75,14250046.35,15900000,15800000,14600000,17300000,14100000,17900000,15900000,15800000,14600000,17300000,14100000,17900000,12600000,12500000,11600000,13700000,11200000,14300000,2,2,2,2,2,TRUE,TRUE
"Florida Scrub-Jay",4790,132835.46,123111.5,49625.3,224308.8,14382.6,302618.675,132835.46,123111.5,49625.3,224308.8,14382.6,302618.675,132835.46,123111.5,49625.3,224308.8,14382.6,302618.675,133000,123000,49600,224000,14400,303000,133000,123000,49600,224000,14400,303000,133000,123000,49600,224000,14400,303000,4,5,4,5,4,TRUE,TRUE
"Western Scrub-Jay",4810,3444.45929688544,3384.57425477877,1368.66729046919,5812.19088357172,992.681459697901,6781.54658468119,3444.45929688544,3384.57425477877,1368.66729046919,5812.19088357172,992.681459697901,6781.54658468119,2576.8,2532,1023.9,4348.1,742.625,5073.275,3440,3380,1370,5810,993,6780,3440,3380,1370,5810,993,6780,2580,2530,1020,4350,743,5070,5,5,5,5,5,FALSE,FALSE
"Mexican Jay",4820,1829184.97954413,1670599.06487434,808731.735827002,3261897.72063121,395848.62653419,3995601.98714202,1829184.97954413,1670599.06487434,808731.735827002,3261897.72063121,395848.62653419,3995601.98714202,312973.55,285839.5,138374,558110.7,67729.7,683647.5,1830000,1670000,809000,3260000,396000,4e+06,1830000,1670000,809000,3260000,396000,4e+06,313000,286000,138000,558000,67700,684000,3,3,3,4,3,TRUE,TRUE
"Green Jay",4830,2264445.98930481,2131604.27807487,1453200.53475936,3147855.61497326,1173666.44385027,3927939.83957219,2264445.98930481,2131604.27807487,1453200.53475936,3147855.61497326,1173666.44385027,3927939.83957219,84690.28,79722,54349.7,117729.8,43895.125,146904.95,2260000,2130000,1450000,3150000,1170000,3930000,2260000,2130000,1450000,3150000,1170000,3930000,84700,79700,54300,118000,43900,147000,3,3,3,3,3,FALSE,FALSE
"Canada Jay",4840,109996090.54,109607875,103943875.4,117580649.9,99937024.225,119824533.85,109996090.54,109607875,103943875.4,117580649.9,99937024.225,119824533.85,109996090.54,109607875,103943875.4,117580649.9,99937024.225,119824533.85,1.1e+08,1.1e+08,1.04e+08,1.18e+08,99900000,1.2e+08,1.1e+08,1.1e+08,1.04e+08,1.18e+08,99900000,1.2e+08,1.1e+08,1.1e+08,1.04e+08,1.18e+08,99900000,1.2e+08,1,1,1,1,1,TRUE,TRUE
"Common Raven",4860,107282594.773907,106818839.881394,100030952.186805,115536898.443291,97741685.7857672,120466410.952557,32178814.9749861,32039714.2857143,30003725.2918288,34654647.2484714,29317072.6236798,36133226.9872151,28944844.07,28819723,26988350.9,31171855.2,26370706.825,32501837.675,1.07e+08,1.07e+08,1e+08,1.16e+08,97700000,1.2e+08,32200000,3.2e+07,3e+07,34700000,29300000,36100000,28900000,28800000,2.7e+07,31200000,26400000,32500000,1,1,1,1,1,TRUE,TRUE
"Chihuahuan Raven",4870,1126612.74875622,1111063.43283582,953806.177446103,1329137.02321725,869729.840381426,1437475.22802653,1126612.74875622,1111063.43283582,953806.177446103,1329137.02321725,869729.840381426,1437475.22802653,543477.99,535977,460116.1,641175.7,419557.675,693438.05,1130000,1110000,954000,1330000,870000,1440000,1130000,1110000,954000,1330000,870000,1440000,543000,536000,460000,641000,420000,693000,3,3,3,3,3,TRUE,TRUE
"American Crow",4880,122667131.915958,122432525.762881,119330562.481241,126140378.289145,118009702.476238,127515345.772886,122667131.915958,122432525.762881,119330562.481241,126140378.289145,118009702.476238,127515345.772886,122605798.35,122371309.5,119270897.2,126077308.1,117950697.625,127451588.1,1.23e+08,1.22e+08,1.19e+08,1.26e+08,1.18e+08,1.28e+08,1.23e+08,1.22e+08,1.19e+08,1.26e+08,1.18e+08,1.28e+08,1.23e+08,1.22e+08,1.19e+08,1.26e+08,1.18e+08,1.27e+08,1,1,1,1,1,TRUE,TRUE
"Northwestern Crow",4890,582212.56,588929,388308,753988.3,346592.05,858633.575,582212.56,588929,388308,753988.3,346592.05,858633.575,582212.56,588929,388308,753988.3,346592.05,858633.575,582000,589000,388000,754000,347000,859000,582000,589000,388000,754000,347000,859000,582000,589000,388000,754000,347000,859000,3,4,3,4,3,FALSE,FALSE
"Fish Crow",4900,6824564.42,6849425.5,6251712.4,7283151.9,5873843.925,7525860.025,6824564.42,6849425.5,6251712.4,7283151.9,5873843.925,7525860.025,6824564.42,6849425.5,6251712.4,7283151.9,5873843.925,7525860.025,6820000,6850000,6250000,7280000,5870000,7530000,6820000,6850000,6250000,7280000,5870000,7530000,6820000,6850000,6250000,7280000,5870000,7530000,2,2,2,2,2,TRUE,TRUE
"Clark's Nutcracker",4910,781055.13,778260.5,681175.7,879064,663153.85,931472,781055.13,778260.5,681175.7,879064,663153.85,931472,781055.13,778260.5,681175.7,879064,663153.85,931472,781000,778000,681000,879000,663000,931000,781000,778000,681000,879000,663000,931000,781000,778000,681000,879000,663000,931000,3,3,3,3,3,TRUE,TRUE
"Pinyon Jay",4920,2190035.31070601,2179770.87319972,1780732.29932521,2639104.94511028,1547763.64689294,2916057.00473361,2190035.31070601,2179770.87319972,1780732.29932521,2639104.94511028,1547763.64689294,2916057.00473361,2174486.06,2164294.5,1768089.1,2620367.3,1536774.525,2895353,2190000,2180000,1780000,2640000,1550000,2920000,2190000,2180000,1780000,2640000,1550000,2920000,2170000,2160000,1770000,2620000,1540000,2900000,3,3,3,3,3,TRUE,TRUE
"European Starling",4930,1003723514.36693,1004419373.38501,966996592.248062,1041291470.28424,947220991.602067,1062393112.7261,401530907.649369,401809280.028944,386838620.219144,416559643.373992,378927562.280339,425001172.860244,388441000.06,388710297.5,374227681.2,402979799,366574523.75,411146134.625,1e+09,1e+09,9.67e+08,1.04e+09,9.47e+08,1.06e+09,4.02e+08,4.02e+08,3.87e+08,4.17e+08,3.79e+08,4.25e+08,3.88e+08,3.89e+08,3.74e+08,4.03e+08,3.67e+08,4.11e+08,1,1,1,1,1,TRUE,TRUE
"Bobolink",4940,31946097.57,32069391,29941415.1,33687196.8,29092279.4,34553547.725,31946097.57,32069391,29941415.1,33687196.8,29092279.4,34553547.725,31946097.57,32069391,29941415.1,33687196.8,29092279.4,34553547.725,31900000,32100000,29900000,33700000,29100000,34600000,31900000,32100000,29900000,33700000,29100000,34600000,31900000,32100000,29900000,33700000,29100000,34600000,2,2,2,2,2,TRUE,TRUE
"Brown-headed Cowbird",4950,636449891.395731,636799555.555556,620248523.590586,654436259.332239,601883462.205802,663063372.359059,636449891.395731,636799555.555556,620248523.590586,654436259.332239,601883462.205802,663063372.359059,581396975.79,581716394,566597026.3,597827522.9,549820542.725,605708390.65,6.36e+08,6.37e+08,6.2e+08,6.54e+08,6.02e+08,6.63e+08,6.36e+08,6.37e+08,6.2e+08,6.54e+08,6.02e+08,6.63e+08,5.81e+08,5.82e+08,5.67e+08,5.98e+08,5.5e+08,6.06e+08,1,1,1,1,1,TRUE,TRUE
