"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Peregrine Falcon",3560,379392.221223022,362457.284172662,257525.179856115,544660.971223022,222969.761690647,593938.06205036,113822.784297855,108742.074733576,77261.0279239175,163405.638742749,66893.9363280723,178189.430729799,84376.83,80610.5,57273.6,121132.6,49588.475,132091.825,379000,362000,258000,545000,223000,594000,114000,109000,77300,163000,66900,178000,84400,80600,57300,121000,49600,132000,4,4,3,4,3,TRUE,TRUE
"Merlin",3570,6693623.12,6626633,5848100.8,7609112.6,5372021.5,8060947.9,3346811.56,3313316.5,2924050.4,3804556.3,2686010.75,4030473.95,3346811.56,3313316.5,2924050.4,3804556.3,2686010.75,4030473.95,6690000,6630000,5850000,7610000,5370000,8060000,3350000,3310000,2920000,3800000,2690000,4030000,3350000,3310000,2920000,3800000,2690000,4030000,2,2,2,2,2,TRUE,TRUE
"American Kestrel",3600,24071121.2173913,24090750.7246377,22924574.1062802,25160021.8357488,22728365.3140097,25526074.057971,24071121.2173913,24090750.7246377,22924574.1062802,25160021.8357488,22728365.3140097,25526074.057971,12456805.23,12466963.5,11863467.1,13020311.3,11761929.05,13209743.325,24100000,24100000,22900000,25200000,22700000,25500000,24100000,24100000,22900000,25200000,22700000,25500000,12500000,12500000,11900000,1.3e+07,11800000,13200000,2,2,2,2,2,TRUE,TRUE
"Crested Caracara",3620,2540818.2320442,2509309.39226519,2066815.83793739,3003243.09392265,1817221.45488029,3276447.053407,2540818.2320442,2509309.39226519,2066815.83793739,3003243.09392265,1817221.45488029,3276447.053407,137966.43,136255.5,112228.1,163076.1,98675.125,177911.075,2540000,2510000,2070000,3e+06,1820000,3280000,2540000,2510000,2070000,3e+06,1820000,3280000,138000,136000,112000,163000,98700,178000,3,3,3,3,3,FALSE,FALSE
"Osprey",3640,4160576.52851867,4171003.28272466,3756407.26302831,4534645.46573656,3536124.4357817,4747100.27697989,2080501.69282856,2085715.60480148,1878396.327075,2267555.35036421,1768243.61341951,2373793.65445778,2027865,2032947,1830872.9,2210186.2,1723507.05,2313736.675,4160000,4170000,3760000,4530000,3540000,4750000,2080000,2090000,1880000,2270000,1770000,2370000,2030000,2030000,1830000,2210000,1720000,2310000,3,3,3,3,3,TRUE,TRUE
"Barn Owl",3650,1098485.50932568,1055717.36011478,731505.021520803,1446281.20516499,581408.536585366,1918476.32711621,329592.940163582,316760.654326302,219482.996125699,433946.620749031,174447.58932415,575625.484287559,76564.44,73583.5,50985.9,100805.8,40524.175,133717.8,1100000,1060000,732000,1450000,581000,1920000,330000,317000,219000,434000,174000,576000,76600,73600,51000,101000,40500,134000,3,3,3,3,3,FALSE,FALSE
"Long-eared Owl",3660,57583.9022757697,53744.9799196787,17155.9571619813,104713.520749665,7953.89892904953,128821.034136546,17275.1706827309,16123.4939759036,5146.78714859438,31414.0562248996,2386.16967871486,38646.3102409638,17206.07,16059,5126.2,31288.4,2376.625,38491.725,57600,53700,17200,105000,7950,129000,17300,16100,5150,31400,2390,38600,17200,16100,5130,31300,2380,38500,4,5,4,5,4,FALSE,FALSE
"Short-eared Owl",3670,2641180,2525494.89795918,1726387.24489796,3685150.51020408,1307558.29081633,4230698.46938775,792273.155800429,757571.16620753,517863.330272421,1105432.35384144,392227.464034282,1269080.04285277,517671.28,494997,338371.9,722289.5,256281.425,829216.9,2640000,2530000,1730000,3690000,1310000,4230000,792000,758000,518000,1110000,392000,1270000,518000,495000,338000,722000,256000,829000,3,3,3,3,3,TRUE,TRUE
"Barred Owl",3680,3059366.31773399,3045220.13546798,2797832.10180624,3333044.0270936,2680776.93965517,3416024.29700328,3059366.31773399,3045220.13546798,2797832.10180624,3333044.0270936,2680776.93965517,3416024.29700328,2981046.54,2967262.5,2726207.6,3247718.1,2612149.05,3328574.075,3060000,3050000,2800000,3330000,2680000,3420000,3060000,3050000,2800000,3330000,2680000,3420000,2980000,2970000,2730000,3250000,2610000,3330000,3,3,3,3,3,TRUE,TRUE
"Great Gray Owl",3700,187381.24,180484,112853.4,283718.4,75932.75,339882.25,93690.62,90242,56426.7,141859.2,37966.375,169941.125,93690.62,90242,56426.7,141859.2,37966.375,169941.125,187000,180000,113000,284000,75900,340000,93700,90200,56400,142000,38000,170000,93700,90200,56400,142000,38000,170000,4,4,4,4,4,FALSE,FALSE
"Boreal Owl",3710,47461.8,42256.6666666667,16168.3333333333,84161.3333333334,9551.5,118551,14238.54,12677,4850.5,25248.4,2865.45,35565.3,14238.54,12677,4850.5,25248.4,2865.45,35565.3,47500,42300,16200,84200,9550,119000,14200,12700,4850,25200,2870,35600,14200,12700,4850,25200,2870,35600,5,5,4,5,4,FALSE,FALSE
"Northern Saw-whet Owl",3720,57419.8326359833,54410.0418410042,23940.1673640167,92556.0669456067,15420.3451882845,118444.796025105,57419.8326359833,54410.0418410042,23940.1673640167,92556.0669456067,15420.3451882845,118444.796025105,54893.36,52016,22886.8,88483.6,14741.85,113233.225,57400,54400,23900,92600,15400,118000,57400,54400,23900,92600,15400,118000,54900,52000,22900,88500,14700,113000,4,5,4,5,4,FALSE,FALSE
"Eastern Screech-Owl",3730,160105.038597955,160576.361360317,125933.861881911,191668.161902775,104786.32902149,208910.207594408,160105.038597955,160576.361360317,125933.861881911,191668.161902775,104786.32902149,208910.207594408,153476.69,153928.5,120720.2,183733.1,100448.175,200261.325,160000,161000,126000,192000,105000,209000,160000,161000,126000,192000,105000,209000,153000,154000,121000,184000,1e+05,2e+05,4,4,4,4,4,TRUE,TRUE
"Western Screech-Owl",3732,203583.098778545,198815.055762082,123703.26606479,296398.300584174,83742.465480616,338664.830058417,203583.098778545,198815.055762082,123703.26606479,296398.300584174,83742.465480616,338664.830058417,153338.79,149747.5,93173.3,223247.2,63074.825,255082.35,204000,199000,124000,296000,83700,339000,204000,199000,124000,296000,83700,339000,153000,150000,93200,223000,63100,255000,4,4,4,4,4,FALSE,FALSE
"Great Horned Owl",3750,4441525.77724633,4441007.00375811,4146117.86812436,4738555.85924154,3980078.4079262,4885159.50632046,4441525.77724633,4441007.00375811,4146117.86812436,4738555.85924154,3980078.4079262,4885159.50632046,2600069.19,2599765.5,2427137.4,2773950.6,2329937.9,2859772.375,4440000,4440000,4150000,4740000,3980000,4890000,4440000,4440000,4150000,4740000,3980000,4890000,2600000,2600000,2430000,2770000,2330000,2860000,3,3,3,3,3,TRUE,TRUE
"Northern Hawk Owl",3770,71864.88,66769,37980.8,109862.4,28230.85,145294.9,35932.44,33384.5,18990.4,54931.2,14115.425,72647.45,35932.44,33384.5,18990.4,54931.2,14115.425,72647.45,71900,66800,38000,110000,28200,145000,35900,33400,19000,54900,14100,72600,35900,33400,19000,54900,14100,72600,4,5,4,5,4,FALSE,FALSE
"Burrowing Owl",3780,2599630.95390525,2570624.19974392,2038981.75416133,3159289.37259923,1853776.80857875,3595147.56722151,2599630.95390525,2570624.19974392,2038981.75416133,3159289.37259923,1853776.80857875,3595147.56722151,812124.71,803063,636977.9,986962,579119.875,1123124.1,2600000,2570000,2040000,3160000,1850000,3600000,2600000,2570000,2040000,3160000,1850000,3600000,812000,803000,637000,987000,579000,1120000,3,3,3,3,3,TRUE,TRUE
"Northern Pygmy-Owl",3790,79268.4602416409,77492.9755549312,62610.9862320877,99600.4495644844,54008.0781118292,107731.947176173,79268.4602416409,77492.9755549312,62610.9862320877,99600.4495644844,54008.0781118292,107731.947176173,56423.29,55159.5,44566.5,70895.6,38442.95,76683.6,79300,77500,62600,99600,54000,108000,79300,77500,62600,99600,54000,108000,56400,55200,44600,70900,38400,76700,4,4,4,4,4,TRUE,TRUE
"Elf Owl",3810,65718.0427493713,48625.3143336127,0,159666.806370495,0,252059.461441743,65718.0427493713,48625.3143336127,0,159666.806370495,0,252059.461441743,31360.65,23204,0,76193,0,120282.775,65700,48600,0,160000,0,252000,65700,48600,0,160000,0,252000,31400,23200,0,76200,0,120000,5,5,4,5,4,FALSE,FALSE
"Monk Parakeet",3824,739166.095890411,684777.397260274,76397.2602739726,1451921.23287671,0,1801935.78767123,739166.095890411,684777.397260274,76397.2602739726,1451921.23287671,0,1801935.78767123,21583.65,19995.5,2230.8,42396.1,0,52616.525,739000,685000,76400,1450000,0,1800000,739000,685000,76400,1450000,0,1800000,21600,20000,2230,42400,0,52600,3,4,3,5,3,FALSE,FALSE
"Groove-billed Ani",3840,632025,622430.555555556,349032.407407407,888305.555555556,204222.800925926,1059863.42592592,632025,622430.555555556,349032.407407407,888305.555555556,204222.800925926,1059863.42592592,27303.48,26889,15078.2,38374.8,8822.425,45786.1,632000,622000,349000,888000,204000,1060000,632000,622000,349000,888000,204000,1060000,27300,26900,15100,38400,8820,45800,3,4,3,4,3,FALSE,FALSE
"Greater Roadrunner",3850,2856121.47219544,2820405.81806493,2627769.3667631,3143214.56123433,2529436.43522983,3311503.89746062,2856121.47219544,2820405.81806493,2627769.3667631,3143214.56123433,2529436.43522983,3311503.89746062,1777078.78,1754856.5,1634998.1,1955708.1,1573815.35,2060417.725,2860000,2820000,2630000,3140000,2530000,3310000,2860000,2820000,2630000,3140000,2530000,3310000,1780000,1750000,1630000,1960000,1570000,2060000,3,3,3,3,3,TRUE,TRUE
"Mangrove Cuckoo",3860,148101.882845188,127405.857740586,45713.3891213389,278056.485355649,18439.3305439331,434553.347280334,148101.882845188,127405.857740586,45713.3891213389,278056.485355649,18439.3305439331,434553.347280334,7079.27,6090,2185.1,13291.1,881.4,20771.65,148000,127000,45700,278000,18400,435000,148000,127000,45700,278000,18400,435000,7080,6090,2190,13300,881,20800,4,5,4,5,4,TRUE,FALSE
"Yellow-billed Cuckoo",3870,90315416.3479478,90168912.0802239,87623075.7929104,92976550.1399254,86555740.4092817,94781730.0314832,90315416.3479478,90168912.0802239,87623075.7929104,92976550.1399254,86555740.4092817,94781730.0314832,77454501.06,77328859,75145549.8,79736689.4,74230202.975,81284811.675,90300000,90200000,87600000,9.3e+07,86600000,94800000,90300000,90200000,87600000,9.3e+07,86600000,94800000,77500000,77300000,75100000,79700000,74200000,81300000,1,1,1,1,1,TRUE,TRUE
"Black-billed Cuckoo",3880,3502624.12,3491403.5,3193383.6,3819909.3,2982312.125,3988388.05,3502624.12,3491403.5,3193383.6,3819909.3,2982312.125,3988388.05,3502624.12,3491403.5,3193383.6,3819909.3,2982312.125,3988388.05,3500000,3490000,3190000,3820000,2980000,3990000,3500000,3490000,3190000,3820000,2980000,3990000,3500000,3490000,3190000,3820000,2980000,3990000,3,3,3,3,3,TRUE,TRUE
"Elegant Trogon",3890,31732.7272727273,24090.9090909091,0,68290.9090909091,0,98564.0495867768,31732.7272727273,24090.9090909091,0,68290.9090909091,0,98564.0495867768,1919.83,1457.5,0,4131.6,0,5963.12499999999,31700,24100,0,68300,0,98600,31700,24100,0,68300,0,98600,1920,1460,0,4130,0,5960,5,5,4,5,4,FALSE,FALSE
"Belted Kingfisher",3900,14167600.68,14186549,12841436.4,15397587.4,12148653,15969552.5,14167600.68,14186549,12841436.4,15397587.4,12148653,15969552.5,14167600.68,14186549,12841436.4,15397587.4,12148653,15969552.5,14200000,14200000,12800000,15400000,12100000,1.6e+07,14200000,14200000,12800000,15400000,12100000,1.6e+07,14200000,14200000,12800000,15400000,12100000,1.6e+07,2,2,2,2,2,TRUE,TRUE
"Hairy Woodpecker",3930,48747403.3483311,48788104.5307105,46613093.9625405,50956007.1152035,45509668.8291305,52328858.8207597,48747403.3483311,48788104.5307105,46613093.9625405,50956007.1152035,45509668.8291305,52328858.8207597,46587893.38,46626791.5,44548133.9,48698656,43493590.5,50010690.375,48700000,48800000,46600000,5.1e+07,45500000,52300000,48700000,48800000,46600000,5.1e+07,45500000,52300000,46600000,46600000,44500000,48700000,43500000,5e+07,2,2,1,2,1,TRUE,TRUE
"Downy Woodpecker",3940,111047171.634327,110915199.539908,108141601.720344,113919000.90018,106974457.291458,114868297.534507,111047171.634327,110915199.539908,108141601.720344,113919000.90018,106974457.291458,114868297.534507,111024962.2,110893016.5,108119973.4,113896217.1,106953062.4,114845323.875,1.11e+08,1.11e+08,1.08e+08,1.14e+08,1.07e+08,1.15e+08,1.11e+08,1.11e+08,1.08e+08,1.14e+08,1.07e+08,1.15e+08,1.11e+08,1.11e+08,1.08e+08,1.14e+08,1.07e+08,1.15e+08,1,1,1,1,1,TRUE,TRUE
"Red-cockaded Woodpecker",3950,449448.7,432758.5,271057.5,649691.7,191880.9,729346.2,449448.7,432758.5,271057.5,649691.7,191880.9,729346.2,449448.7,432758.5,271057.5,649691.7,191880.9,729346.2,449000,433000,271000,650000,192000,729000,449000,433000,271000,650000,192000,729000,449000,433000,271000,650000,192000,729000,4,4,3,4,3,TRUE,TRUE
"Ladder-backed Woodpecker",3960,16294132.9075257,16250106.9147459,14550126.3537906,17945178.8392113,13650228.3393502,18899724.8680922,16294132.9075257,16250106.9147459,14550126.3537906,17945178.8392113,13650228.3393502,18899724.8680922,5867517.26,5851663.5,5239500.5,6462058.9,4915447.225,6805790.925,16300000,16300000,14600000,17900000,13700000,18900000,16300000,16300000,14600000,17900000,13700000,18900000,5870000,5850000,5240000,6460000,4920000,6810000,2,2,2,2,2,TRUE,TRUE
"Nuttall's Woodpecker",3970,4229569.20590018,4147975.85370782,3074362.69953526,5832461.40634472,2271819.10486967,6350394.95352596,4229569.20590018,4147975.85370782,3074362.69953526,5832461.40634472,2271819.10486967,6350394.95352596,4186427.6,4105666.5,3043004.2,5772970.3,2248646.55,6285620.925,4230000,4150000,3070000,5830000,2270000,6350000,4230000,4150000,3070000,5830000,2270000,6350000,4190000,4110000,3040000,5770000,2250000,6290000,3,3,2,3,2,TRUE,TRUE
"Arizona Woodpecker",3975,644930.263157895,565868.421052632,0,1356068.42105263,0,1820944.7368421,644930.263157895,565868.421052632,0,1356068.42105263,0,1820944.7368421,24507.35,21503,0,51530.6,0,69195.9,645000,566000,0,1360000,0,1820000,645000,566000,0,1360000,0,1820000,24500,21500,0,51500,0,69200,3,5,3,5,3,FALSE,FALSE
"White-headed Woodpecker",3990,746032.74,738549,633034.4,874595.5,528864.4,991609.125,746032.74,738549,633034.4,874595.5,528864.4,991609.125,746032.74,738549,633034.4,874595.5,528864.4,991609.125,746000,739000,633000,875000,529000,992000,746000,739000,633000,875000,529000,992000,746000,739000,633000,875000,529000,992000,3,3,3,3,3,TRUE,TRUE
"Black-backed Woodpecker",4000,3478062.78,3396768.5,2898952.6,4149855.9,2626203.875,4815062.525,3478062.78,3396768.5,2898952.6,4149855.9,2626203.875,4815062.525,3478062.78,3396768.5,2898952.6,4149855.9,2626203.875,4815062.525,3480000,3400000,2900000,4150000,2630000,4820000,3480000,3400000,2900000,4150000,2630000,4820000,3480000,3400000,2900000,4150000,2630000,4820000,3,3,3,3,3,TRUE,TRUE
"American Three-toed Woodpecker",4010,4578440.49,4535301,3632320.1,5553795.5,3264117.55,6001764.425,4578440.49,4535301,3632320.1,5553795.5,3264117.55,6001764.425,4578440.49,4535301,3632320.1,5553795.5,3264117.55,6001764.425,4580000,4540000,3630000,5550000,3260000,6e+06,4580000,4540000,3630000,5550000,3260000,6e+06,4580000,4540000,3630000,5550000,3260000,6e+06,3,3,2,3,2,TRUE,TRUE
"Yellow-bellied Sapsucker",4020,29563373.69,29385520.5,27792095.7,31574148.2,26935167.025,32623069.675,29563373.69,29385520.5,27792095.7,31574148.2,26935167.025,32623069.675,29563373.69,29385520.5,27792095.7,31574148.2,26935167.025,32623069.675,29600000,29400000,27800000,31600000,26900000,32600000,29600000,29400000,27800000,31600000,26900000,32600000,29600000,29400000,27800000,31600000,26900000,32600000,2,2,2,2,2,TRUE,TRUE
"Red-naped Sapsucker",4021,6985127.95,7001047,6115539.5,7766096,5720546.15,8428127.5,6985127.95,7001047,6115539.5,7766096,5720546.15,8428127.5,6985127.95,7001047,6115539.5,7766096,5720546.15,8428127.5,6990000,7e+06,6120000,7770000,5720000,8430000,6990000,7e+06,6120000,7770000,5720000,8430000,6990000,7e+06,6120000,7770000,5720000,8430000,2,2,2,2,2,TRUE,TRUE
"Red-breasted Sapsucker",4030,57836766.16,55525495.5,42496939.8,73317947.5,35554678.1,90695355.3749999,57836766.16,55525495.5,42496939.8,73317947.5,35554678.1,90695355.3749999,57836766.16,55525495.5,42496939.8,73317947.5,35554678.1,90695355.3749999,57800000,55500000,42500000,73300000,35600000,90700000,57800000,55500000,42500000,73300000,35600000,90700000,57800000,55500000,42500000,73300000,35600000,90700000,1,2,1,2,1,TRUE,TRUE
"Williamson's Sapsucker",4040,1161629.05,1153566,920021,1385850.8,870655.95,1497795.05,1161629.05,1153566,920021,1385850.8,870655.95,1497795.05,1161629.05,1153566,920021,1385850.8,870655.95,1497795.05,1160000,1150000,920000,1390000,871000,1500000,1160000,1150000,920000,1390000,871000,1500000,1160000,1150000,920000,1390000,871000,1500000,3,3,3,3,3,TRUE,TRUE
"Pileated Woodpecker",4050,28282224.45,28285067,27056815.1,29492738.4,26508378.75,30417247.525,28282224.45,28285067,27056815.1,29492738.4,26508378.75,30417247.525,28282224.45,28285067,27056815.1,29492738.4,26508378.75,30417247.525,28300000,28300000,27100000,29500000,26500000,30400000,28300000,28300000,27100000,29500000,26500000,30400000,28300000,28300000,27100000,29500000,26500000,30400000,2,2,2,2,2,TRUE,TRUE
"Red-headed Woodpecker",4060,11435116.97,11495617,10821182.5,12005688.3,10525961.725,12472651,11435116.97,11495617,10821182.5,12005688.3,10525961.725,12472651,11435116.97,11495617,10821182.5,12005688.3,10525961.725,12472651,11400000,11500000,10800000,1.2e+07,10500000,12500000,11400000,11500000,10800000,1.2e+07,10500000,12500000,11400000,11500000,10800000,1.2e+07,10500000,12500000,2,2,2,2,2,TRUE,TRUE
"Acorn Woodpecker",4070,36324491.3014386,36186677.8186684,31779530.2776848,41199799.2639679,28756226.4971562,43297785.3797257,36324491.3014386,36186677.8186684,31779530.2776848,41199799.2639679,28756226.4971562,43297785.3797257,10857390.45,10816198,9498901.6,12314620,8595236.1,12941708.05,36300000,36200000,31800000,41200000,28800000,43300000,36300000,36200000,31800000,41200000,28800000,43300000,10900000,10800000,9500000,12300000,8600000,12900000,2,2,2,2,2,TRUE,TRUE
"Lewis's Woodpecker",4080,385150.8,381049.5,294093.1,491796.1,242676.3,528597.075,385150.8,381049.5,294093.1,491796.1,242676.3,528597.075,385150.8,381049.5,294093.1,491796.1,242676.3,528597.075,385000,381000,294000,492000,243000,529000,385000,381000,294000,492000,243000,529000,385000,381000,294000,492000,243000,529000,4,4,4,4,3,TRUE,TRUE
"Red-bellied Woodpecker",4090,99977890.6,99932269.5,97370947,102835199.9,95875036.35,104730657.7,99977890.6,99932269.5,97370947,102835199.9,95875036.35,104730657.7,99977890.6,99932269.5,97370947,102835199.9,95875036.35,104730657.7,1e+08,99900000,97400000,1.03e+08,95900000,1.05e+08,1e+08,99900000,97400000,1.03e+08,95900000,1.05e+08,1e+08,99900000,97400000,1.03e+08,95900000,1.05e+08,1,1,1,1,1,TRUE,TRUE
"Golden-fronted Woodpecker",4100,6495941.20999562,6486122.31477422,5517266.98816309,7485451.11793073,5193938.18500658,8023226.54537483,6495941.20999562,6486122.31477422,5517266.98816309,7485451.11793073,5193938.18500658,8023226.54537483,1481724.19,1479484.5,1258488.6,1707431.4,1184737.3,1830097.975,6500000,6490000,5520000,7490000,5190000,8020000,6500000,6490000,5520000,7490000,5190000,8020000,1480000,1480000,1260000,1710000,1180000,1830000,2,2,2,2,2,TRUE,TRUE
"Gila Woodpecker",4110,6330442.82639885,6524784.79196557,3867413.55810617,8360361.54949785,2667786.58536585,9696835.27618364,6330442.82639885,6524784.79196557,3867413.55810617,8360361.54949785,2667786.58536585,9696835.27618364,1764927.46,1819110,1078234.9,2330868.8,743778.9,2703477.675,6330000,6520000,3870000,8360000,2670000,9700000,6330000,6520000,3870000,8360000,2670000,9700000,1760000,1820000,1080000,2330000,744000,2700000,2,3,2,3,2,TRUE,TRUE
"Northern Flicker",4120,25022789.4953547,25049979.4130068,23808298.9864865,26139874.683277,23059386.7715372,26643308.1186655,25022789.4953547,25049979.4130068,23808298.9864865,26139874.683277,23059386.7715372,26643308.1186655,23701586.21,23727340.5,22551220.8,24759689.3,21841851.15,25236541.45,2.5e+07,2.5e+07,23800000,26100000,23100000,26600000,2.5e+07,2.5e+07,23800000,26100000,23100000,26600000,23700000,23700000,22600000,24800000,21800000,25200000,2,2,2,2,2,TRUE,TRUE
"Gilded Flicker",4140,417854.198853725,397577.871916272,244455.021181161,625929.728382756,180680.725143284,742707.201594817,417854.198853725,397577.871916272,244455.021181161,625929.728382756,180680.725143284,742707.201594817,167684.89,159548,98099.8,251185.6,72507.175,298048.4,418000,398000,244000,626000,181000,743000,418000,398000,244000,626000,181000,743000,168000,160000,98100,251000,72500,298000,4,4,3,4,3,FALSE,FALSE
"Chuck-will's-widow",4160,2620289.88,2622702,2351399.5,2889849.7,2253062.05,3074929.4,2620289.88,2622702,2351399.5,2889849.7,2253062.05,3074929.4,2620289.88,2622702,2351399.5,2889849.7,2253062.05,3074929.4,2620000,2620000,2350000,2890000,2250000,3070000,2620000,2620000,2350000,2890000,2250000,3070000,2620000,2620000,2350000,2890000,2250000,3070000,3,3,3,3,3,TRUE,TRUE
"Eastern Whip-poor-will",4171,1579909.01,1576905,1348146.8,1804412.7,1253196.925,1914335,1579909.01,1576905,1348146.8,1804412.7,1253196.925,1914335,1579909.01,1576905,1348146.8,1804412.7,1253196.925,1914335,1580000,1580000,1350000,1800000,1250000,1910000,1580000,1580000,1350000,1800000,1250000,1910000,1580000,1580000,1350000,1800000,1250000,1910000,3,3,3,3,3,FALSE,FALSE
"Mexican Whip-poor-will",4172,367714.256410256,305035.897435897,95314.8717948718,693598.974358975,29092.4358974359,918157.564102563,367714.256410256,305035.897435897,95314.8717948718,693598.974358975,29092.4358974359,918157.564102563,71704.28,59482,18586.4,135251.8,5673.025,179040.725,368000,305000,95300,694000,29100,918000,368000,305000,95300,694000,29100,918000,71700,59500,18600,135000,5670,179000,4,4,3,5,3,FALSE,FALSE
"Common Poorwill",4180,2073852.77993276,1676077.70881821,963608.352728213,3936568.01137833,721206.038272563,5293806.24515128,2073852.77993276,1676077.70881821,963608.352728213,3936568.01137833,721206.038272563,5293806.24515128,1603917.74,1296278.5,745254.7,3044541.7,557780.75,4094229.75,2070000,1680000,964000,3940000,721000,5290000,2070000,1680000,964000,3940000,721000,5290000,1600000,1300000,745000,3040000,558000,4090000,3,3,3,3,2,TRUE,TRUE
"Common Nighthawk",4200,12986176.0720412,12930841.5523156,12382329.2238422,13787754.609777,12026311.9639794,14073648.5581046,12986176.0720412,12930841.5523156,12382329.2238422,13787754.609777,12026311.9639794,14073648.5581046,12113505.04,12061889,11550236.7,12861217.5,11218143.8,13127899.375,1.3e+07,12900000,12400000,13800000,1.2e+07,14100000,1.3e+07,12900000,12400000,13800000,1.2e+07,14100000,12100000,12100000,11600000,12900000,11200000,13100000,2,2,2,2,2,TRUE,TRUE
"Lesser Nighthawk",4210,10535159.2164179,10303432.8358209,7819607.83582089,13977705.2238806,6412400,14952163.4328358,10535159.2164179,10303432.8358209,7819607.83582089,13977705.2238806,6412400,14952163.4328358,2823422.67,2761320,2095654.9,3746025,1718523.2,4007179.8,10500000,10300000,7820000,1.4e+07,6410000,1.5e+07,10500000,10300000,7820000,1.4e+07,6410000,1.5e+07,2820000,2760000,2100000,3750000,1720000,4010000,2,2,2,2,2,FALSE,FALSE
"Black Swift",4220,292916.699355562,273550.014009526,150404.034743626,461391.426169796,115559.470439899,571038.666293079,292916.699355562,273550.014009526,150404.034743626,461391.426169796,115559.470439899,571038.666293079,104541.97,97630,53679.2,164670.6,41243.175,203803.7,293000,274000,150000,461000,116000,571000,293000,274000,150000,461000,116000,571000,105000,97600,53700,165000,41200,204000,4,4,4,4,3,FALSE,FALSE
"Chimney Swift",4230,134984390.79816,135158370.174035,129327576.015203,141149355.571114,126779907.656531,142642301.185237,134984390.79816,135158370.174035,129327576.015203,141149355.571114,126779907.656531,142642301.185237,134957393.92,135131338.5,129301710.5,141121125.7,126754551.675,142613772.725,1.35e+08,1.35e+08,1.29e+08,1.41e+08,1.27e+08,1.43e+08,1.35e+08,1.35e+08,1.29e+08,1.41e+08,1.27e+08,1.43e+08,1.35e+08,1.35e+08,1.29e+08,1.41e+08,1.27e+08,1.43e+08,1,1,1,1,1,TRUE,TRUE
"Vaux's Swift",4240,15179282.1409165,14524049.9909437,11028872.8491215,20446018.474914,9169993.70585039,24820527.6670893,15179282.1409165,14524049.9909437,11028872.8491215,20446018.474914,9169993.70585039,24820527.6670893,8380481.67,8018728,6089040.7,11288246.8,5062753.525,13703413.325,15200000,14500000,1.1e+07,20400000,9170000,24800000,15200000,14500000,1.1e+07,20400000,9170000,24800000,8380000,8020000,6090000,11300000,5060000,13700000,2,2,2,2,2,TRUE,TRUE
"White-throated Swift",4250,2218586.75213675,2199898.32007073,1689476.86413204,2767837.60683761,1490290.81933392,3026613.83731211,2218586.75213675,2199898.32007073,1689476.86413204,2767837.60683761,1490290.81933392,3026613.83731211,1505532.97,1492851,1146479,1878254.6,1011311.35,2053860.15,2220000,2200000,1690000,2770000,1490000,3030000,2220000,2200000,1690000,2770000,1490000,3030000,1510000,1490000,1150000,1880000,1010000,2050000,3,3,3,3,3,TRUE,TRUE
"Magnificent Hummingbird",4260,387411.516314779,255297.504798464,0,1014917.46641075,0,1414451.05566219,387411.516314779,255297.504798464,0,1014917.46641075,0,1414451.05566219,20184.14,13301,0,52877.2,0,73692.9,387000,255000,0,1010000,0,1410000,387000,255000,0,1010000,0,1410000,20200,13300,0,52900,0,73700,4,5,3,5,3,FALSE,FALSE
"Blue-throated Hummingbird",4270,759858.630527817,673537.803138374,0,1907201.14122682,0,2862900.85592011,759858.630527817,673537.803138374,0,1907201.14122682,0,2862900.85592011,53266.09,47215,0,133694.8,0,200689.35,760000,674000,0,1910000,0,2860000,760000,674000,0,1910000,0,2860000,53300,47200,0,134000,0,201000,3,5,3,5,3,FALSE,FALSE
"Ruby-throated Hummingbird",4280,143594896.05,143827727,138441163.4,149670535.5,135645418.875,152119776.975,143594896.05,143827727,138441163.4,149670535.5,135645418.875,152119776.975,143594896.05,143827727,138441163.4,149670535.5,135645418.875,152119776.975,1.44e+08,1.44e+08,1.38e+08,1.5e+08,1.36e+08,1.52e+08,1.44e+08,1.44e+08,1.38e+08,1.5e+08,1.36e+08,1.52e+08,1.44e+08,1.44e+08,1.38e+08,1.5e+08,1.36e+08,1.52e+08,1,1,1,1,1,TRUE,TRUE
