"x"
"Northern Goshawk - Missing Polygon - 4-6"
"Northern Goshawk - Missing Polygon - 3-3"
"Northern Goshawk - Missing Polygon - 18-28"
"Northern Goshawk - Missing Polygon - 33-9"
"Northern Goshawk - Missing Polygon - 45-8"
"Northern Goshawk - Missing Polygon - 58-30"
"Northern Goshawk - Missing Polygon - 57-7"
"Northern Goshawk - Missing Polygon - 60-35"
"Northern Goshawk - Missing Polygon - 43-7"
"Northern Goshawk - Missing Polygon - 43-7"
"Northern Goshawk - Missing Polygon - 55-33"
"Rough-legged Hawk - Missing Polygon - 57-7"
"Rough-legged Hawk - Missing Polygon - 43-7"
"Rough-legged Hawk - Missing Polygon - 93-4"
"Gyrfalcon - Missing Polygon - 3-5"
"Gyrfalcon - Missing Polygon - 3-3"
"Gyrfalcon - Missing Polygon - 57-7"
"Gyrfalcon - Missing Polygon - 43-7"
"Gyrfalcon - Missing Polygon - 93-4"
"Gyrfalcon - Missing Polygon - 93-4"
"Hoary Redpoll - Missing Polygon - 3-3"
"Hoary Redpoll - Missing Polygon - 43-7"
"Hoary Redpoll - Missing Polygon - 93-4"
"Common Redpoll - Missing Polygon - 4-6"
"Common Redpoll - Missing Polygon - 57-7"
"Common Redpoll - Missing Polygon - 43-7"
"Common Redpoll - Missing Polygon - 43-7"
"Lapland Longspur - Missing Polygon - 57-7"
"Lapland Longspur - Missing Polygon - 43-7"
"Lapland Longspur - Missing Polygon - 43-7"
"American Tree Sparrow - Missing Polygon - 4-6"
"American Tree Sparrow - Missing Polygon - 4-6"
"American Tree Sparrow - Missing Polygon - 45-8"
"American Tree Sparrow - Missing Polygon - 43-7"
"American Tree Sparrow - Missing Polygon - 43-7"
"Northern Shrike - Missing Polygon - 4-6"
"Northern Shrike - Missing Polygon - 4-6"
"Northern Shrike - Missing Polygon - 3-5"
"Northern Shrike - Missing Polygon - 57-7"
"Northern Shrike - Missing Polygon - 43-7"
"Northern Shrike - Missing Polygon - 43-7"
"American Pipit - Missing Polygon - 3-5"
"American Pipit - Missing Polygon - 57-7"
"American Pipit - Missing Polygon - 43-7"
"Northern Wheatear - Missing Polygon - 3-3"
"Northern Wheatear - Missing Polygon - 3-5"
"Northern Wheatear - Missing Polygon - 57-7"
"Northern Wheatear - Missing Polygon - 93-4"
"Northern Wheatear - Missing Polygon - 93-4"
"Snow Bunting - Missing Polygon - 3-2"
"Snow Bunting - Missing Polygon - 57-7"
"Snow Bunting - Missing Polygon - 43-7"
"Smith's Longspur - Missing Polygon - 3-5"
"Smith's Longspur - Missing Polygon - 43-7"
"Spruce Grouse - Missing Polygon - 4-6"
"Spruce Grouse - Missing Polygon - 4-6"
"Spruce Grouse - Missing Polygon - 3-3"
"Spruce Grouse - Missing Polygon - 45-8"
"Spruce Grouse - Missing Polygon - 57-7"
"Spruce Grouse - Missing Polygon - 43-7"
"Spruce Grouse - Missing Polygon - 43-7"
"Boreal Owl - Missing Polygon - 4-6"
"Boreal Owl - Missing Polygon - 4-6"
"Boreal Owl - Missing Polygon - 3-5"
"Boreal Owl - Missing Polygon - 3-3"
"Boreal Owl - Missing Polygon - 45-8"
"Boreal Owl - Missing Polygon - 57-7"
"Boreal Owl - Missing Polygon - 43-7"
"Boreal Owl - Missing Polygon - 43-7"
"Black-backed Woodpecker - Missing Polygon - 4-6"
"Black-backed Woodpecker - Missing Polygon - 4-6"
"Black-backed Woodpecker - Missing Polygon - 3-5"
"Black-backed Woodpecker - Missing Polygon - 33-9"
"Black-backed Woodpecker - Missing Polygon - 43-7"
"Black-backed Woodpecker - Missing Polygon - 43-7"
"Steller's Jay - Missing Polygon - 33-9"
"Steller's Jay - Missing Polygon - 55-33"
"Violet-green Swallow - Missing Polygon - 55-33"
"Bohemian Waxwing - Missing Polygon - 4-6"
"Bohemian Waxwing - Missing Polygon - 4-6"
"Bohemian Waxwing - Missing Polygon - 3-3"
"Bohemian Waxwing - Missing Polygon - 3-5"
"Bohemian Waxwing - Missing Polygon - 45-8"
"Bohemian Waxwing - Missing Polygon - 43-7"
"Bohemian Waxwing - Missing Polygon - 43-7"
"Northern Saw-whet Owl - Missing Polygon - 6-16"
"Northern Saw-whet Owl - Missing Polygon - 14-15"
"Northern Saw-whet Owl - Missing Polygon - 18-28"
"Northern Saw-whet Owl - Missing Polygon - 33-9"
"Northern Saw-whet Owl - Missing Polygon - 35-23"
"Northern Saw-whet Owl - Missing Polygon - 45-8"
"Northern Saw-whet Owl - Missing Polygon - 58-30"
"Northern Saw-whet Owl - Missing Polygon - 59-30"
"Northern Saw-whet Owl - Missing Polygon - 59-29"
"Northern Saw-whet Owl - Missing Polygon - 60-35"
"Northern Saw-whet Owl - Missing Polygon - 55-33"
"Northern Saw-whet Owl - Missing Polygon - 85-16"
"Northern Bobwhite - Missing Polygon - 39-26"
"Northern Bobwhite - Missing Polygon - 59-30"
"Northern Bobwhite - Missing Polygon - 59-29"
"Northern Bobwhite - Missing Polygon - 72-29"
"Wild Turkey - Missing Polygon - 18-28"
"Wild Turkey - Missing Polygon - 39-26"
"Wild Turkey - Missing Polygon - 67-24"
"Black Vulture - Missing Polygon - 39-26"
"Red-shouldered Hawk - Missing Polygon - 18-28"
"Red-shouldered Hawk - Missing Polygon - 39-26"
"Yellow-billed Cuckoo - Missing Polygon - 18-28"
"Yellow-billed Cuckoo - Missing Polygon - 39-26"
"Yellow-billed Cuckoo - Missing Polygon - 54-18"
"Yellow-billed Cuckoo - Missing Polygon - 55-33"
"Yellow-billed Cuckoo - Missing Polygon - 85-16"
"Red-headed Woodpecker - Missing Polygon - 39-26"
"Red-headed Woodpecker - Missing Polygon - 59-29"
"Red-headed Woodpecker - Missing Polygon - 59-30"
"Red-bellied Woodpecker - Missing Polygon - 39-26"
"Chuck-will's-widow - Missing Polygon - 42-37"
"Chimney Swift - Missing Polygon - 18-28"
"Chimney Swift - Missing Polygon - 39-26"
"Chimney Swift - Missing Polygon - 81-17"
"Great Crested Flycatcher - Missing Polygon - 18-28"
"Great Crested Flycatcher - Missing Polygon - 39-26"
"Eastern Wood-Pewee - Missing Polygon - 18-28"
"Eastern Wood-Pewee - Missing Polygon - 39-26"
"Eastern Wood-Pewee - Missing Polygon - 42-37"
"Eastern Wood-Pewee - Missing Polygon - 81-17"
"Acadian Flycatcher - Missing Polygon - 18-28"
"Acadian Flycatcher - Missing Polygon - 39-26"
"Acadian Flycatcher - Missing Polygon - 59-29"
"Fish Crow - Missing Polygon - 39-26"
"Eastern Meadowlark - Missing Polygon - 18-28"
"Eastern Meadowlark - Missing Polygon - 39-26"
"Eastern Meadowlark - Missing Polygon - 54-18"
"Orchard Oriole - Missing Polygon - 18-28"
"Orchard Oriole - Missing Polygon - 39-26"
"Field Sparrow - Missing Polygon - 18-28"
"Field Sparrow - Missing Polygon - 39-26"
"Eastern Towhee - Missing Polygon - 18-28"
"Eastern Towhee - Missing Polygon - 39-26"
"Eastern Towhee - Missing Polygon - 67-24"
"Northern Cardinal - Missing Polygon - 18-28"
"Northern Cardinal - Missing Polygon - 39-26"
"Blue Grosbeak - Missing Polygon - 14-15"
"Blue Grosbeak - Missing Polygon - 39-26"
"Blue Grosbeak - Missing Polygon - 55-33"
"Indigo Bunting - Missing Polygon - 6-16"
"Indigo Bunting - Missing Polygon - 18-28"
"Indigo Bunting - Missing Polygon - 39-26"
"Indigo Bunting - Missing Polygon - 54-18"
"Indigo Bunting - Missing Polygon - 60-35"
"Indigo Bunting - Missing Polygon - 55-33"
"Dickcissel - Missing Polygon - 39-26"
"Scarlet Tanager - Missing Polygon - 18-28"
"Summer Tanager - Missing Polygon - 39-26"
"Summer Tanager - Missing Polygon - 55-33"
"Yellow-throated Vireo - Missing Polygon - 18-28"
"Yellow-throated Vireo - Missing Polygon - 39-26"
"Yellow-throated Vireo - Missing Polygon - 67-24"
"White-eyed Vireo - Missing Polygon - 39-26"
"Prothonotary Warbler - Missing Polygon - 39-26"
"Prothonotary Warbler - Missing Polygon - 67-21"
"Prothonotary Warbler - Missing Polygon - 67-24"
"Prothonotary Warbler - Missing Polygon - 72-29"
"Worm-eating Warbler - Missing Polygon - 18-28"
"Worm-eating Warbler - Missing Polygon - 39-26"
"Worm-eating Warbler - Missing Polygon - 42-37"
"Worm-eating Warbler - Missing Polygon - 59-29"
"Worm-eating Warbler - Missing Polygon - 67-24"
"Blue-winged Warbler - Missing Polygon - 18-28"
"Blue-winged Warbler - Missing Polygon - 35-23"
"Blue-winged Warbler - Missing Polygon - 67-21"
"Blue-winged Warbler - Missing Polygon - 67-24"
"Blue-winged Warbler - Missing Polygon - 72-29"
"Northern Parula - Missing Polygon - 39-26"
"Northern Parula - Missing Polygon - 58-30"
"Yellow-throated Warbler - Missing Polygon - 39-26"
"Yellow-throated Warbler - Missing Polygon - 42-37"
"Yellow-throated Warbler - Missing Polygon - 67-24"
"Pine Warbler - Missing Polygon - 18-28"
"Prairie Warbler - Missing Polygon - 18-28"
"Prairie Warbler - Missing Polygon - 39-26"
"Prairie Warbler - Missing Polygon - 67-24"
"Prairie Warbler - Missing Polygon - 72-29"
"Louisiana Waterthrush - Missing Polygon - 18-28"
"Louisiana Waterthrush - Missing Polygon - 35-23"
"Louisiana Waterthrush - Missing Polygon - 39-26"
"Louisiana Waterthrush - Missing Polygon - 59-30"
"Kentucky Warbler - Missing Polygon - 39-26"
"Kentucky Warbler - Missing Polygon - 59-30"
"Kentucky Warbler - Missing Polygon - 59-29"
"Kentucky Warbler - Missing Polygon - 72-29"
"Yellow-breasted Chat - Missing Polygon - 39-26"
"Yellow-breasted Chat - Missing Polygon - 59-29"
"Yellow-breasted Chat - Missing Polygon - 72-29"
"Hooded Warbler - Missing Polygon - 39-26"
"Hooded Warbler - Missing Polygon - 59-29"
"Hooded Warbler - Missing Polygon - 72-29"
"Northern Mockingbird - Missing Polygon - 18-28"
"Northern Mockingbird - Missing Polygon - 33-9"
"Northern Mockingbird - Missing Polygon - 39-26"
"Northern Mockingbird - Missing Polygon - 81-17"
"Carolina Wren - Missing Polygon - 18-28"
"Carolina Wren - Missing Polygon - 39-26"
"Tufted Titmouse - Missing Polygon - 18-28"
"Tufted Titmouse - Missing Polygon - 39-26"
"Carolina Chickadee - Missing Polygon - 39-26"
"Blue-gray Gnatcatcher - Missing Polygon - 18-28"
"Blue-gray Gnatcatcher - Missing Polygon - 39-26"
"Blue-gray Gnatcatcher - Missing Polygon - 60-35"
"Blue-gray Gnatcatcher - Missing Polygon - 55-33"
"Wood Thrush - Missing Polygon - 18-28"
"Wood Thrush - Missing Polygon - 39-26"
"Wood Thrush - Missing Polygon - 67-24"
"Eastern Bluebird - Missing Polygon - 18-28"
"Eastern Bluebird - Missing Polygon - 39-26"
"Eastern Bluebird - Missing Polygon - 54-18"
"White-winged Dove - Missing Polygon - 6-16"
"Common Ground-Dove - Missing Polygon - 42-37"
"Swallow-tailed Kite - Missing Polygon - 42-37"
"Mississippi Kite - Missing Polygon - 39-26"
"Eastern Screech-Owl - Missing Polygon - 18-28"
"Eastern Screech-Owl - Missing Polygon - 35-23"
"Eastern Screech-Owl - Missing Polygon - 39-26"
"Eastern Screech-Owl - Missing Polygon - 42-37"
"Eastern Screech-Owl - Missing Polygon - 54-18"
"Eastern Screech-Owl - Missing Polygon - 58-30"
"Eastern Screech-Owl - Missing Polygon - 59-30"
"Eastern Screech-Owl - Missing Polygon - 59-29"
"Eastern Screech-Owl - Missing Polygon - 67-21"
"Eastern Screech-Owl - Missing Polygon - 67-24"
"Eastern Screech-Owl - Missing Polygon - 72-29"
"Eastern Screech-Owl - Missing Polygon - 81-17"
"Eastern Whip-poor-will - Missing Polygon - 18-28"
"Eastern Whip-poor-will - Missing Polygon - 39-26"
"Eastern Whip-poor-will - Missing Polygon - 59-29"
"Eastern Whip-poor-will - Missing Polygon - 67-24"
"Eastern Whip-poor-will - Missing Polygon - 67-21"
"Gray Kingbird - Missing Polygon - 42-37"
"Boat-tailed Grackle - Missing Polygon - 59-29"
"Seaside Sparrow - Missing Polygon - 59-29"
"Seaside Sparrow - Missing Polygon - 72-29"
"Bachman's Sparrow - Missing Polygon - 42-37"
"Swainson's Warbler - Missing Polygon - 39-26"
"Swainson's Warbler - Missing Polygon - 42-37"
"Bell's Vireo - Missing Polygon - 35-23"
"Bell's Vireo - Missing Polygon - 39-26"
"Bell's Vireo - Missing Polygon - 55-33"
"Bell's Vireo - Missing Polygon - 67-24"
"Cerulean Warbler - Missing Polygon - 39-26"
"Cerulean Warbler - Missing Polygon - 59-30"
"Cerulean Warbler - Missing Polygon - 72-29"
"Williamson's Sapsucker - Missing Polygon - 33-9"
"Common Poorwill - Missing Polygon - 54-18"
"Common Poorwill - Missing Polygon - 54-19"
"Common Poorwill - Missing Polygon - 55-33"
"Common Poorwill - Missing Polygon - 81-17"
"Black-chinned Hummingbird - Missing Polygon - 55-33"
"Anna's Hummingbird - Missing Polygon - 60-35"
"Broad-tailed Hummingbird - Missing Polygon - 55-33"
"Cassin's Kingbird - Missing Polygon - 54-19"
"Gray Flycatcher - Missing Polygon - 55-33"
"Pinyon Jay - Missing Polygon - 54-18"
"Pinyon Jay - Missing Polygon - 55-33"
"Pinyon Jay - Missing Polygon - 81-17"
"Great-tailed Grackle - Missing Polygon - 14-15"
"Great-tailed Grackle - Missing Polygon - 67-24"
"Cassin's Finch - Missing Polygon - 55-33"
"Lesser Goldfinch - Missing Polygon - 55-33"
"Black-chinned Sparrow - Missing Polygon - 55-33"
"Black-throated Sparrow - Missing Polygon - 14-15"
"Sagebrush Sparrow - Missing Polygon - 14-15"
"Green-tailed Towhee - Missing Polygon - 55-33"
"Plumbeous Vireo - Missing Polygon - 55-33"
"Gray Vireo - Missing Polygon - 55-33"
"Grace's Warbler - Missing Polygon - 55-33"
"Black-throated Gray Warbler - Missing Polygon - 55-33"
"Sage Thrasher - Missing Polygon - 55-33"
"Sage Thrasher - Missing Polygon - 81-17"
"Bendire's Thrasher - Missing Polygon - 55-33"
"Crissal Thrasher - Missing Polygon - 55-33"
"Canyon Wren - Missing Polygon - 54-19"
"Canyon Wren - Missing Polygon - 54-18"
"Canyon Wren - Missing Polygon - 55-33"
"Bewick's Wren - Missing Polygon - 39-26"
"Bewick's Wren - Missing Polygon - 67-24"
"Pygmy Nuthatch - Missing Polygon - 55-33"
"Juniper Titmouse - Missing Polygon - 14-15"
"Juniper Titmouse - Missing Polygon - 55-33"
"Bushtit - Missing Polygon - 55-33"
"Western Bluebird - Missing Polygon - 55-33"
"Western Screech-Owl - Missing Polygon - 3-5"
"Western Screech-Owl - Missing Polygon - 6-16"
"Western Screech-Owl - Missing Polygon - 14-15"
"Western Screech-Owl - Missing Polygon - 33-9"
"Western Screech-Owl - Missing Polygon - 60-35"
"Western Screech-Owl - Missing Polygon - 55-33"
"Western Screech-Owl - Missing Polygon - 85-16"
"Elf Owl - Missing Polygon - 60-35"
"Lesser Nighthawk - Missing Polygon - 6-16"
"Lesser Nighthawk - Missing Polygon - 55-33"
"Costa's Hummingbird - Missing Polygon - 6-16"
"Black Phoebe - Missing Polygon - 6-16"
"Black Phoebe - Missing Polygon - 55-33"
"Abert's Towhee - Missing Polygon - 6-16"
"Abert's Towhee - Missing Polygon - 55-33"
"LeConte's Thrasher - Missing Polygon - 6-16"
"Black-tailed Gnatcatcher - Missing Polygon - 6-16"
"Band-tailed Pigeon - Missing Polygon - 6-16"
"Band-tailed Pigeon - Missing Polygon - 55-33"
"Elegant Trogon - Missing Polygon - 60-35"
"Mexican Whip-poor-will - Missing Polygon - 60-35"
"Magnificent Hummingbird - Missing Polygon - 60-35"
"Blue-throated Hummingbird - Missing Polygon - 60-35"
"Broad-billed Hummingbird - Missing Polygon - 60-35"
"Thick-billed Kingbird - Missing Polygon - 60-35"
"Greater Pewee - Missing Polygon - 60-35"
"Mexican Jay - Missing Polygon - 60-35"
"Yellow-eyed Junco - Missing Polygon - 60-35"
"Hutton's Vireo - Missing Polygon - 60-35"
"Virginia's Warbler - Missing Polygon - 55-33"
"Olive Warbler - Missing Polygon - 60-35"
"Painted Redstart - Missing Polygon - 60-35"
"Bridled Titmouse - Missing Polygon - 60-35"
"Calliope Hummingbird - Missing Polygon - 85-16"
"Nashville Warbler - Missing Polygon - 18-28"
"Nashville Warbler - Missing Polygon - 58-30"
"Dusky Grouse - Missing Polygon - 33-9"
"Dusky Grouse - Missing Polygon - 93-4"
"Dusky Grouse - Missing Polygon - 93-4"
"Lewis's Woodpecker - Missing Polygon - 6-16"
"Lewis's Woodpecker - Missing Polygon - 54-18"
"Lewis's Woodpecker - Missing Polygon - 60-35"
"Lewis's Woodpecker - Missing Polygon - 55-33"
"Barn Owl - Missing Polygon - 6-16"
"Barn Owl - Missing Polygon - 14-15"
"Barn Owl - Missing Polygon - 18-28"
"Barn Owl - Missing Polygon - 35-23"
"Barn Owl - Missing Polygon - 39-26"
"Barn Owl - Missing Polygon - 42-37"
"Barn Owl - Missing Polygon - 54-18"
"Barn Owl - Missing Polygon - 54-19"
"Barn Owl - Missing Polygon - 59-29"
"Barn Owl - Missing Polygon - 59-30"
"Barn Owl - Missing Polygon - 60-35"
"Barn Owl - Missing Polygon - 55-33"
"Barn Owl - Missing Polygon - 67-21"
"Barn Owl - Missing Polygon - 67-24"
"Barn Owl - Missing Polygon - 72-29"
"Barn Owl - Missing Polygon - 81-17"
"Barn Owl - Missing Polygon - 85-16"
"Bell's Sparrow - Missing Polygon - 55-33"
"Chukar - Missing Polygon - 14-15"
"Greater Sage-Grouse - Missing Polygon - 55-33"
"Greater Sage-Grouse - Missing Polygon - 81-17"
"Western Scrub-Jay - Missing Polygon - 6-16"
"Western Scrub-Jay - Missing Polygon - 14-15"
"Western Scrub-Jay - Missing Polygon - 33-9"
"Western Scrub-Jay - Missing Polygon - 60-35"
"Western Scrub-Jay - Missing Polygon - 55-33"
"Western Scrub-Jay - Missing Polygon - 85-16"
"Black-throated Blue Warbler - Missing Polygon - 18-28"
"Blackburnian Warbler - Missing Polygon - 18-28"
"Monk Parakeet - Missing Polygon - 59-29"
"Henslow's Sparrow - Missing Polygon - 67-21"
"Henslow's Sparrow - Missing Polygon - 67-24"
"Golden-winged Warbler - Missing Polygon - 18-28"
"Golden-winged Warbler - Missing Polygon - 35-23"
"Golden-winged Warbler - Missing Polygon - 58-30"
"Golden-winged Warbler - Missing Polygon - 59-30"
"Golden-winged Warbler - Missing Polygon - 59-29"
