"cn","Aou","GL.mean.PopEst","GL.med.PopEst","GL.80LCI.PopEst","GL.80UCI.PopEst","GL.95LCI.PopEst","GL.95UCI.PopEst","WH.mean.PopEst","WH.med.PopEst","WH.80LCI.PopEst","WH.80UCI.PopEst","WH.95LCI.PopEst","WH.95UCI.PopEst","USCAN.mean.PopEst","USCAN.med.PopEst","USCAN.80LCI.PopEst","USCAN.80UCI.PopEst","USCAN.95LCI.PopEst","USCAN.95UCI.PopEst","rounded.GL.mean.PopEst","rounded.GL.med.PopEst","rounded.GL.80LCI.PopEst","rounded.GL.80UCI.PopEst","rounded.GL.95LCI.PopEst","rounded.GL.95UCI.PopEst","rounded.WH.mean.PopEst","rounded.WH.med.PopEst","rounded.WH.80LCI.PopEst","rounded.WH.80UCI.PopEst","rounded.WH.95LCI.PopEst","rounded.WH.95UCI.PopEst","rounded.USCAN.mean.PopEst","rounded.USCAN.med.PopEst","rounded.USCAN.80LCI.PopEst","rounded.USCAN.80UCI.PopEst","rounded.USCAN.95LCI.PopEst","rounded.USCAN.95UCI.PopEst","PS.Score","PS.80LCI.Score","PS.80UCI.Score","PS.95LCI.Score","PS.95UCI.Score","availability","edr"
"Gray Kingbird",4450,231703.385276733,202775.389575497,36548.0924234283,451276.195593767,19269.0757657174,686412.950026867,231703.385276733,202775.389575497,36548.0924234283,451276.195593767,19269.0757657174,686412.950026867,43120,37736.5,6801.6,83982.5,3585.975,127741.45,232000,203000,36500,451000,19300,686000,232000,203000,36500,451000,19300,686000,43100,37700,6800,84000,3590,128000,4,5,4,5,3,TRUE,FALSE
"Thick-billed Kingbird",4451,103290.561797753,92247.191011236,0,224137.078651685,0,368421.348314606,103290.561797753,92247.191011236,0,224137.078651685,0,368421.348314606,4596.43,4105,0,9974.1,0,16394.75,103000,92200,0,224000,0,368000,103000,92200,0,224000,0,368000,4600,4100,0,9970,0,16400,4,5,4,5,4,FALSE,FALSE
"Couch's Kingbird",4461,1208428.90503373,1157843.79865075,788374.156720291,1656662.68811624,647031.136481578,1796226.9071095,1208428.90503373,1157843.79865075,788374.156720291,1656662.68811624,647031.136481578,1796226.9071095,232864.25,223116.5,151919.7,319238.9,124682.9,346132.925,1210000,1160000,788000,1660000,647000,1800000,1210000,1160000,788000,1660000,647000,1800000,233000,223000,152000,319000,125000,346000,3,3,3,3,3,FALSE,FALSE
"Western Kingbird",4470,92266030.0494165,92695876.8794028,86674146.5671328,97439056.7763642,84540477.8677321,99976619.0989381,92266030.0494165,92695876.8794028,86674146.5671328,97439056.7763642,84540477.8677321,99976619.0989381,87754221.18,88163048.5,82435780.8,92674286.9,80406448.5,95087762.425,92300000,92700000,86700000,97400000,84500000,1e+08,92300000,92700000,86700000,97400000,84500000,1e+08,87800000,88200000,82400000,92700000,80400000,95100000,1,1,1,1,1,TRUE,TRUE
"Cassin's Kingbird",4480,10356696.1173425,10333081.6796089,8863735.11647972,11640317.227495,8372876.76157607,12311993.4570032,10356696.1173425,10333081.6796089,8863735.11647972,11640317.227495,8372876.76157607,12311993.4570032,3601023.24,3592812.5,3081920.7,4047338.3,2911249.25,4280880.125,10400000,10300000,8860000,11600000,8370000,12300000,10400000,10300000,8860000,11600000,8370000,12300000,3600000,3590000,3080000,4050000,2910000,4280000,2,2,2,2,2,TRUE,TRUE
"Sulphur-bellied Flycatcher",4510,247324.031007752,177151.162790698,36627.9069767442,511941.860465117,0,830936.046511627,247324.031007752,177151.162790698,36627.9069767442,511941.860465117,0,830936.046511627,6380.96,4570.5,945,13208.1,0,21438.15,247000,177000,36600,512000,0,831000,247000,177000,36600,512000,0,831000,6380,4570,945,13200,0,21400,4,5,3,5,3,FALSE,FALSE
"Great Crested Flycatcher",4520,55645575.935187,55769981.4962993,53780929.3858772,57408111.1222244,52760137.0524105,58604141.0782156,55645575.935187,55769981.4962993,53780929.3858772,57408111.1222244,52760137.0524105,58604141.0782156,55634446.82,55758827.5,53770173.2,57396629.5,52749585.025,58592420.25,55600000,55800000,53800000,57400000,52800000,58600000,55600000,55800000,53800000,57400000,52800000,58600000,55600000,55800000,53800000,57400000,52700000,58600000,1,1,1,1,1,TRUE,TRUE
"Brown-crested Flycatcher",4530,44109007.2649573,43295299.1452991,32143683.7606838,56093149.5726496,29220121.7948718,61650884.6153846,44109007.2649573,43295299.1452991,32143683.7606838,56093149.5726496,29220121.7948718,61650884.6153846,1032150.77,1013110,752162.2,1312579.7,683750.85,1442630.7,44100000,43300000,32100000,56100000,29200000,61700000,44100000,43300000,32100000,56100000,29200000,61700000,1030000,1010000,752000,1310000,684000,1440000,2,2,1,2,1,FALSE,FALSE
"Ash-throated Flycatcher",4540,43632268.4870954,43650828.4614288,40895660.9154427,46111637.3877085,39922327.3206901,47371087.4803935,43632268.4870954,43650828.4614288,40895660.9154427,46111637.3877085,39922327.3206901,47371087.4803935,30599309.89,30612326,28680127,32338091.3,27997528.15,33221343.65,43600000,43700000,40900000,46100000,39900000,47400000,43600000,43700000,40900000,46100000,39900000,47400000,30600000,30600000,28700000,32300000,2.8e+07,33200000,2,2,2,2,2,TRUE,TRUE
"Eastern Phoebe",4560,60154204.36,60309415.5,58652877.2,61525046.7,57385556.7,62593216.65,60154204.36,60309415.5,58652877.2,61525046.7,57385556.7,62593216.65,60154204.36,60309415.5,58652877.2,61525046.7,57385556.7,62593216.65,60200000,60300000,58700000,61500000,57400000,62600000,60200000,60300000,58700000,61500000,57400000,62600000,60200000,60300000,58700000,61500000,57400000,62600000,1,1,1,1,1,TRUE,TRUE
"Say's Phoebe",4570,4652713.39207048,4649199.33920705,4395059.36123348,4906833.92070485,4297770.67731278,5115553.66189427,4652713.39207048,4649199.33920705,4395059.36123348,4906833.92070485,4297770.67731278,5115553.66189427,4224663.76,4221473,3990713.9,4455405.2,3902375.775,4644922.725,4650000,4650000,4400000,4910000,4300000,5120000,4650000,4650000,4400000,4910000,4300000,5120000,4220000,4220000,3990000,4460000,3900000,4640000,3,3,3,3,2,TRUE,TRUE
"Black Phoebe",4580,41788332.9571106,41576935.6659142,32792317.1557562,51930761.8510158,29924125.1410835,55341512.4153499,41788332.9571106,41576935.6659142,32792317.1557562,51930761.8510158,29924125.1410835,55341512.4153499,7404892.6,7367433,5810798.6,9202131,5302554.975,9806516,41800000,41600000,32800000,51900000,29900000,55300000,41800000,41600000,32800000,51900000,29900000,55300000,7400000,7370000,5810000,9200000,5300000,9810000,2,2,1,2,1,TRUE,TRUE
"Olive-sided Flycatcher",4590,8739269.85847636,8869543.81210479,7748272.20716652,9522125.56458898,7187938.27160494,9987420.45568604,8739269.85847636,8869543.81210479,7748272.20716652,9522125.56458898,7187938.27160494,9987420.45568604,8706934.56,8836726.5,7719603.6,9486893.7,7161342.9,9950467,8740000,8870000,7750000,9520000,7190000,9990000,8740000,8870000,7750000,9520000,7190000,9990000,8710000,8840000,7720000,9490000,7160000,9950000,2,2,2,2,2,TRUE,TRUE
"Greater Pewee",4600,106036.70212766,92895.1367781155,33936.9300911854,190756.079027356,16134.3085106383,311806.800911854,106036.70212766,92895.1367781155,33936.9300911854,190756.079027356,16134.3085106383,311806.800911854,13954.43,12225,4466.1,25103.5,2123.275,41033.7749999999,106000,92900,33900,191000,16100,312000,106000,92900,33900,191000,16100,312000,14000,12200,4470,25100,2120,41000,4,5,4,5,4,FALSE,FALSE
"Eastern Wood-Pewee",4610,43218587.49,43242818,42132630.8,44232864.8,41829970.7,44899284.775,43218587.49,43242818,42132630.8,44232864.8,41829970.7,44899284.775,43218587.49,43242818,42132630.8,44232864.8,41829970.7,44899284.775,43200000,43200000,42100000,44200000,41800000,44900000,43200000,43200000,42100000,44200000,41800000,44900000,43200000,43200000,42100000,44200000,41800000,44900000,2,2,2,2,2,TRUE,TRUE
"Western Wood-Pewee",4620,44135617.4257199,44117237.5817368,42042875.6452908,46517189.4000229,40022078.6967994,47550787.5415854,44135617.4257199,44117237.5817368,42042875.6452908,46517189.4000229,40022078.6967994,47550787.5415854,38473017.71,38456996,36648774.7,40549034,34887246,41450021.5,44100000,44100000,4.2e+07,46500000,4e+07,47600000,44100000,44100000,4.2e+07,46500000,4e+07,47600000,38500000,38500000,36600000,40500000,34900000,41500000,2,2,2,2,2,TRUE,TRUE
"Yellow-bellied Flycatcher",4630,35693491.92,35811139.5,31808885.8,39746588.6,29681093.35,41506460,35693491.92,35811139.5,31808885.8,39746588.6,29681093.35,41506460,35693491.92,35811139.5,31808885.8,39746588.6,29681093.35,41506460,35700000,35800000,31800000,39700000,29700000,41500000,35700000,35800000,31800000,39700000,29700000,41500000,35700000,35800000,31800000,39700000,29700000,41500000,2,2,2,2,2,TRUE,TRUE
"Cordilleran Flycatcher",4640,8915659.17796729,8852513.63064448,7500891.0946456,10205680.9730183,7168896.19739969,11336842.0592758,8915659.17796729,8852513.63064448,7500891.0946456,10205680.9730183,7168896.19739969,11336842.0592758,6377371.01,6332203,5365387.4,7300123.6,5127911.45,8109243.125,8920000,8850000,7500000,10200000,7170000,11300000,8920000,8850000,7500000,10200000,7170000,11300000,6380000,6330000,5370000,7300000,5130000,8110000,2,2,2,2,2,TRUE,TRUE
"Pacific-slope Flycatcher",4641,53277845.6256921,53525729.8902648,47062513.7420719,59020816.4703514,44106217.5576362,63346562.2671902,53277845.6256921,53525729.8902648,47062513.7420719,59020816.4703514,44106217.5576362,63346562.2671902,52920884.06,53167107.5,46747194.9,58625377,43810705.9,62922140.3,53300000,53500000,47100000,5.9e+07,44100000,63300000,53300000,53500000,47100000,5.9e+07,44100000,63300000,52900000,53200000,46700000,58600000,43800000,62900000,1,2,1,2,1,TRUE,TRUE
"Acadian Flycatcher",4650,56428534.83,56141208,53726587,59552454.4,53048020.075,61230041.425,56428534.83,56141208,53726587,59552454.4,53048020.075,61230041.425,56428534.83,56141208,53726587,59552454.4,53048020.075,61230041.425,56400000,56100000,53700000,59600000,5.3e+07,61200000,56400000,56100000,53700000,59600000,5.3e+07,61200000,56400000,56100000,53700000,59600000,5.3e+07,61200000,1,1,1,1,1,TRUE,TRUE
"Willow Flycatcher",4660,16628779.29,16581839.5,15434798.8,17852951.5,14871981.975,18567905.15,16628779.29,16581839.5,15434798.8,17852951.5,14871981.975,18567905.15,16628779.29,16581839.5,15434798.8,17852951.5,14871981.975,18567905.15,16600000,16600000,15400000,17900000,14900000,18600000,16600000,16600000,15400000,17900000,14900000,18600000,16600000,16600000,15400000,17900000,14900000,18600000,2,2,2,2,2,TRUE,TRUE
"Alder Flycatcher",4661,208226711.44,208168330,191707928.2,224577986.5,185832655.325,231697112.275,208226711.44,208168330,191707928.2,224577986.5,185832655.325,231697112.275,208226711.44,208168330,191707928.2,224577986.5,185832655.325,231697112.275,2.08e+08,2.08e+08,1.92e+08,2.25e+08,1.86e+08,2.32e+08,2.08e+08,2.08e+08,1.92e+08,2.25e+08,1.86e+08,2.32e+08,2.08e+08,2.08e+08,1.92e+08,2.25e+08,1.86e+08,2.32e+08,1,1,1,1,1,TRUE,TRUE
"Least Flycatcher",4670,79452279.94,79574471,75331522.3,83246641.4,72827145.425,85643801.875,79452279.94,79574471,75331522.3,83246641.4,72827145.425,85643801.875,79452279.94,79574471,75331522.3,83246641.4,72827145.425,85643801.875,79500000,79600000,75300000,83200000,72800000,85600000,79500000,79600000,75300000,83200000,72800000,85600000,79500000,79600000,75300000,83200000,72800000,85600000,1,1,1,1,1,TRUE,TRUE
"Hammond's Flycatcher",4680,54571739.53,54813575,49192182,59660236.6,45413316.775,62905969.95,54571739.53,54813575,49192182,59660236.6,45413316.775,62905969.95,54571739.53,54813575,49192182,59660236.6,45413316.775,62905969.95,54600000,54800000,49200000,59700000,45400000,62900000,54600000,54800000,49200000,59700000,45400000,62900000,54600000,54800000,49200000,59700000,45400000,62900000,1,2,1,2,1,TRUE,TRUE
"Dusky Flycatcher",4690,26782186.0134931,26684041.3855604,24223576.2763065,29704974.3228275,23027554.9793576,31009148.9779478,26782186.0134931,26684041.3855604,24223576.2763065,29704974.3228275,23027554.9793576,31009148.9779478,26597388.93,26499921.5,24056433.6,29500010,22868664.85,30795185.85,26800000,26700000,24200000,29700000,2.3e+07,3.1e+07,26800000,26700000,24200000,29700000,2.3e+07,3.1e+07,26600000,26500000,24100000,29500000,22900000,30800000,2,2,2,2,2,TRUE,TRUE
"Gray Flycatcher",4691,9176881.28,9042842.5,7358440.2,11053457.5,6740240.525,12488626.475,9176881.28,9042842.5,7358440.2,11053457.5,6740240.525,12488626.475,9176881.28,9042842.5,7358440.2,11053457.5,6740240.525,12488626.475,9180000,9040000,7360000,11100000,6740000,12500000,9180000,9040000,7360000,11100000,6740000,12500000,9180000,9040000,7360000,11100000,6740000,12500000,2,2,2,2,2,TRUE,TRUE
"Vermilion Flycatcher",4710,8466757.18685832,8304753.59342916,6436182.75154004,10902285.4209446,5656324.69199179,12228588.8090349,8466757.18685832,8304753.59342916,6436182.75154004,10902285.4209446,5656324.69199179,12228588.8090349,824662.15,808883,626884.2,1061882.6,550926.025,1191064.55,8470000,8300000,6440000,10900000,5660000,12200000,8470000,8300000,6440000,10900000,5660000,12200000,825000,809000,627000,1060000,551000,1190000,2,2,2,2,2,FALSE,FALSE
"Northern Beardless-Tyrannulet",4720,2248876.61290323,2060201.61290323,1003508.06451613,3578225.80645161,747377.016129032,5104282.25806452,2248876.61290323,2060201.61290323,1003508.06451613,3578225.80645161,747377.016129032,5104282.25806452,27886.07,25546.5,12443.5,44370,9267.475,63293.1,2250000,2060000,1e+06,3580000,747000,5100000,2250000,2060000,1e+06,3580000,747000,5100000,27900,25500,12400,44400,9270,63300,3,3,3,3,2,FALSE,FALSE
"Horned Lark",4740,906547042.064627,911011778.667429,698696548.899056,1109533657.27767,533422645.517586,1204483919.03775,679934585.758713,683283257.908847,524041143.485255,832179989.168901,400081285.013405,903395231.072386,634039001.22,637161638,488668366.3,776007839.9,373075798.275,842416052.975,9.07e+08,9.11e+08,6.99e+08,1.11e+09,5.33e+08,1.2e+09,6.8e+08,6.83e+08,5.24e+08,8.32e+08,4e+08,9.03e+08,6.34e+08,6.37e+08,4.89e+08,7.76e+08,3.73e+08,8.42e+08,1,1,1,1,1,TRUE,TRUE
"Black-billed Magpie",4750,14403278.8,14391640,13533407.8,15247768.3,12926473.225,15923947.575,14403278.8,14391640,13533407.8,15247768.3,12926473.225,15923947.575,14403278.8,14391640,13533407.8,15247768.3,12926473.225,15923947.575,14400000,14400000,13500000,15200000,12900000,15900000,14400000,14400000,13500000,15200000,12900000,15900000,14400000,14400000,13500000,15200000,12900000,15900000,2,2,2,2,2,TRUE,TRUE
"Yellow-billed Magpie",4760,910231.3,914502,636722.9,1144832.9,538955.175,1343970.85,910231.3,914502,636722.9,1144832.9,538955.175,1343970.85,910231.3,914502,636722.9,1144832.9,538955.175,1343970.85,910000,915000,637000,1140000,539000,1340000,910000,915000,637000,1140000,539000,1340000,910000,915000,637000,1140000,539000,1340000,3,3,3,3,3,FALSE,TRUE
"Blue Jay",4770,92979618.46,92946345,90597216,95738873.3,89675041.75,96523763.875,92979618.46,92946345,90597216,95738873.3,89675041.75,96523763.875,92979618.46,92946345,90597216,95738873.3,89675041.75,96523763.875,9.3e+07,92900000,90600000,95700000,89700000,96500000,9.3e+07,92900000,90600000,95700000,89700000,96500000,9.3e+07,92900000,90600000,95700000,89700000,96500000,1,1,1,1,1,TRUE,TRUE
"Steller's Jay",4780,15845074.0428212,15815474.1813602,14779068.6397985,16874568.8916877,14321355.9508816,18116165.9949622,15845074.0428212,15815474.1813602,14779068.6397985,16874568.8916877,14321355.9508816,18116165.9949622,12580988.79,12557486.5,11734580.5,13398407.7,11371156.625,14384235.8,15800000,15800000,14800000,16900000,14300000,18100000,15800000,15800000,14800000,16900000,14300000,18100000,12600000,12600000,11700000,13400000,11400000,14400000,2,2,2,2,2,TRUE,TRUE
"Florida Scrub-Jay",4790,145686.1,134786.5,38339.6,265679.9,19045.775,355807.05,145686.1,134786.5,38339.6,265679.9,19045.775,355807.05,145686.1,134786.5,38339.6,265679.9,19045.775,355807.05,146000,135000,38300,266000,19000,356000,146000,135000,38300,266000,19000,356000,146000,135000,38300,266000,19000,356000,4,5,4,5,4,TRUE,TRUE
"Western Scrub-Jay",4810,4600.56142226975,3901.21641491779,1829.03355166422,8022.99157866595,1237.70217885309,10152.4862986232,4600.56142226975,3901.21641491779,1829.03355166422,8022.99157866595,1237.70217885309,10152.4862986232,3441.68,2918.5,1368.3,6002,925.925,7595.07499999999,4600,3900,1830,8020,1240,10200,4600,3900,1830,8020,1240,10200,3440,2920,1370,6000,926,7600,5,5,5,5,5,FALSE,FALSE
"Mexican Jay",4820,2337343.30800701,2300908.82524839,1092005.84453536,3708271.18644068,747393.921683226,4508226.76797194,2337343.30800701,2300908.82524839,1092005.84453536,3708271.18644068,747393.921683226,4508226.76797194,399919.44,393685.5,186842.2,634485.2,127879.1,771357.6,2340000,2300000,1090000,3710000,747000,4510000,2340000,2300000,1090000,3710000,747000,4510000,4e+05,394000,187000,634000,128000,771000,3,3,3,3,3,TRUE,TRUE
"Green Jay",4830,2153013.36898396,2091550.80213904,1366061.4973262,2937596.25668449,1202853.60962567,3319280.7486631,2153013.36898396,2091550.80213904,1366061.4973262,2937596.25668449,1202853.60962567,3319280.7486631,80522.7,78224,51090.7,109866.1,44986.725,124141.1,2150000,2090000,1370000,2940000,1200000,3320000,2150000,2090000,1370000,2940000,1200000,3320000,80500,78200,51100,110000,45000,124000,3,3,3,3,3,FALSE,FALSE
"Canada Jay",4840,108628160.19,108543757,102988514.9,114265890.2,98433427.95,118573212.2,108628160.19,108543757,102988514.9,114265890.2,98433427.95,118573212.2,108628160.19,108543757,102988514.9,114265890.2,98433427.95,118573212.2,1.09e+08,1.09e+08,1.03e+08,1.14e+08,98400000,1.19e+08,1.09e+08,1.09e+08,1.03e+08,1.14e+08,98400000,1.19e+08,1.09e+08,1.09e+08,1.03e+08,1.14e+08,98400000,1.19e+08,1,1,1,1,1,TRUE,TRUE
"Common Raven",4860,108118639.103039,107211721.645663,99903836.9162343,117017157.524092,98797577.7427724,119638981.282431,32429581.8010006,32157556.9760978,29965597.7765425,35098642.6903835,29633781.5175097,35885044.0800445,29170408.83,28925722.5,26954055.2,31571229.1,26655586.475,32278597.15,1.08e+08,1.07e+08,99900000,1.17e+08,98800000,1.2e+08,32400000,32200000,3e+07,35100000,29600000,35900000,29200000,28900000,2.7e+07,31600000,26700000,32300000,1,1,1,1,1,TRUE,TRUE
"Chihuahuan Raven",4870,1144163.51575456,1172285.44776119,955030.887230514,1305783.58208955,894775.186567164,1375276.84494196,1144163.51575456,1172285.44776119,955030.887230514,1305783.58208955,894775.186567164,1375276.84494196,551944.48,565510.5,460706.9,629910,431639.55,663433.55,1140000,1170000,955000,1310000,895000,1380000,1140000,1170000,955000,1310000,895000,1380000,552000,566000,461000,630000,432000,663000,3,3,3,3,3,TRUE,TRUE
"American Crow",4880,124056507.133567,124368462.731366,120698238.81941,127215309.654827,118636284.217109,128808982.866433,124056507.133567,124368462.731366,120698238.81941,127215309.654827,118636284.217109,128808982.866433,123994478.88,124306278.5,120637889.7,127151702,118576966.075,128744578.375,1.24e+08,1.24e+08,1.21e+08,1.27e+08,1.19e+08,1.29e+08,1.24e+08,1.24e+08,1.21e+08,1.27e+08,1.19e+08,1.29e+08,1.24e+08,1.24e+08,1.21e+08,1.27e+08,1.19e+08,1.29e+08,1,1,1,1,1,TRUE,TRUE
"Northwestern Crow",4890,621433.9,616182.5,445904.6,836618,383079.05,913312.9,621433.9,616182.5,445904.6,836618,383079.05,913312.9,621433.9,616182.5,445904.6,836618,383079.05,913312.9,621000,616000,446000,837000,383000,913000,621000,616000,446000,837000,383000,913000,621000,616000,446000,837000,383000,913000,3,4,3,4,3,FALSE,FALSE
"Fish Crow",4900,6654345.49,6662677.5,6256684.1,7148851.6,6040647.05,7334069.35,6654345.49,6662677.5,6256684.1,7148851.6,6040647.05,7334069.35,6654345.49,6662677.5,6256684.1,7148851.6,6040647.05,7334069.35,6650000,6660000,6260000,7150000,6040000,7330000,6650000,6660000,6260000,7150000,6040000,7330000,6650000,6660000,6260000,7150000,6040000,7330000,2,2,2,2,2,TRUE,TRUE
"Clark's Nutcracker",4910,830473.51,826543.5,725540.5,931381.4,680607.575,992999.15,830473.51,826543.5,725540.5,931381.4,680607.575,992999.15,830473.51,826543.5,725540.5,931381.4,680607.575,992999.15,830000,827000,726000,931000,681000,993000,830000,827000,726000,931000,681000,993000,830000,827000,726000,931000,681000,993000,3,3,3,3,3,TRUE,TRUE
"Pinyon Jay",4920,2119774.93201732,2130692.91973008,1676528.45200927,2542223.08389566,1593623.37596938,2724267.14674187,2119774.93201732,2130692.91973008,1676528.45200927,2542223.08389566,1593623.37596938,2724267.14674187,2104724.53,2115565,1664625.1,2524173.3,1582308.65,2704924.85,2120000,2130000,1680000,2540000,1590000,2720000,2120000,2130000,1680000,2540000,1590000,2720000,2100000,2120000,1660000,2520000,1580000,2700000,3,3,3,3,3,TRUE,TRUE
"European Starling",4930,1021292227.62274,1022160643.41085,989181465.116279,1051043881.39535,964678259.496124,1077328498.70801,408559119.381848,408906521.6043,395713486.665288,420461011.060575,385911191.260079,430975944.800496,395240092.09,395576169,382813227,406753982.1,373330486.425,416926129,1.02e+09,1.02e+09,9.89e+08,1.05e+09,9.65e+08,1.08e+09,4.09e+08,4.09e+08,3.96e+08,4.2e+08,3.86e+08,4.31e+08,3.95e+08,3.96e+08,3.83e+08,4.07e+08,3.73e+08,4.17e+08,1,1,1,1,1,TRUE,TRUE
"Bobolink",4940,32121599.04,32036091.5,30539162.8,33776714.7,30003961.65,35001423.275,32121599.04,32036091.5,30539162.8,33776714.7,30003961.65,35001423.275,32121599.04,32036091.5,30539162.8,33776714.7,30003961.65,35001423.275,32100000,3.2e+07,30500000,33800000,3e+07,3.5e+07,32100000,3.2e+07,30500000,33800000,3e+07,3.5e+07,32100000,3.2e+07,30500000,33800000,3e+07,3.5e+07,2,2,2,2,2,TRUE,TRUE
"Brown-headed Cowbird",4950,631721000.28462,631269820.470717,612406964.860427,654513287.246853,604970622.961138,667718743.760263,631721000.28462,631269820.470717,612406964.860427,654513287.246853,604970622.961138,667718743.760263,577077133.76,576664981,559433762.4,597897887.9,552640664.075,609961072.425,6.32e+08,6.31e+08,6.12e+08,6.55e+08,6.05e+08,6.68e+08,6.32e+08,6.31e+08,6.12e+08,6.55e+08,6.05e+08,6.68e+08,5.77e+08,5.77e+08,5.59e+08,5.98e+08,5.53e+08,6.1e+08,1,1,1,1,1,TRUE,TRUE
"Bronzed Cowbird",4960,5198327.03488372,5050208.33333333,3627618.21705426,6810545.54263566,3041756.54069767,7940203.00387596,5198327.03488372,5050208.33333333,3627618.21705426,6810545.54263566,3041756.54069767,7940203.00387596,536467.35,521181.5,374370.2,702848.3,313909.275,819428.949999999,5200000,5050000,3630000,6810000,3040000,7940000,5200000,5050000,3630000,6810000,3040000,7940000,536000,521000,374000,703000,314000,819000,2,3,2,3,2,FALSE,FALSE
"Yellow-headed Blackbird",4970,46068551.9931891,45470932.9927885,40973231.270032,52856052.6842949,37856151.2419872,55817037.5851362,46068551.9931891,45470932.9927885,40973231.270032,52856052.6842949,37856151.2419872,55817037.5851362,45994842.31,45398179.5,40907674.1,52771483,37795581.4,55727730.325,46100000,45500000,4.1e+07,52900000,37900000,55800000,46100000,45500000,4.1e+07,52900000,37900000,55800000,4.6e+07,45400000,40900000,52800000,37800000,55700000,2,2,1,2,1,TRUE,TRUE
"Red-winged Blackbird",4980,571303501.475054,570263055.856833,548845451.301518,593524078.091106,541248570.770065,602755369.929501,571303501.475054,570263055.856833,548845451.301518,593524078.091106,541248570.770065,602755369.929501,526741828.36,525782537.5,506035506.1,547229200,499031182.25,555740451.075,5.71e+08,5.7e+08,5.49e+08,5.94e+08,5.41e+08,6.03e+08,5.71e+08,5.7e+08,5.49e+08,5.94e+08,5.41e+08,6.03e+08,5.27e+08,5.26e+08,5.06e+08,5.47e+08,4.99e+08,5.56e+08,1,1,1,1,1,TRUE,TRUE
"Tricolored Blackbird",5000,959109.056186551,913815.961403156,528394.210473414,1413563.17217811,386126.947431903,1763907.52839481,959109.056186551,913815.961403156,528394.210473414,1413563.17217811,386126.947431903,1763907.52839481,954217.6,909155.5,525699.4,1406354,384157.7,1754911.6,959000,914000,528000,1410000,386000,1760000,959000,914000,528000,1410000,386000,1760000,954000,909000,526000,1410000,384000,1750000,3,3,3,4,3,FALSE,TRUE
"Eastern Meadowlark",5010,68500405.7846154,68620019.2307692,65516164.4615385,71932875.5384615,63836446.6153846,73112088.3846154,68500405.7846154,68620019.2307692,65516164.4615385,71932875.5384615,63836446.6153846,73112088.3846154,44525263.76,44603012.5,42585506.9,46756369.1,41493690.3,47522857.45,68500000,68600000,65500000,71900000,63800000,73100000,68500000,68600000,65500000,71900000,63800000,73100000,44500000,44600000,42600000,46800000,41500000,47500000,1,1,1,1,1,TRUE,TRUE
"Western Meadowlark",5011,90402526.201819,90556795.1494153,86920248.2676484,93754499.5669121,84935800.5900823,95733615.5532698,90402526.201819,90556795.1494153,86920248.2676484,93754499.5669121,84935800.5900823,95733615.5532698,83495773.2,83638256,80279541.3,86591655.8,78446705.425,88419567.325,90400000,90600000,86900000,93800000,84900000,95700000,90400000,90600000,86900000,93800000,84900000,95700000,83500000,83600000,80300000,86600000,78400000,88400000,1,1,1,1,1,TRUE,TRUE
"Audubon's Oriole",5030,5711685.83333333,5422270.83333333,3989679.16666667,7836412.5,2992451.04166667,8853769.79166667,5711685.83333333,5422270.83333333,3989679.16666667,7836412.5,2992451.04166667,8853769.79166667,137080.46,130134.5,95752.3,188073.9,71818.825,212490.475,5710000,5420000,3990000,7840000,2990000,8850000,5710000,5420000,3990000,7840000,2990000,8850000,137000,130000,95800,188000,71800,212000,2,3,2,3,2,FALSE,FALSE
"Scott's Oriole",5040,4682452.31884058,4607972.22222222,4008863.52657005,5386030.6763285,3770910.50724638,5787973.79227053,4682452.31884058,4607972.22222222,4008863.52657005,5386030.6763285,3770910.50724638,5787973.79227053,1938535.26,1907700.5,1659669.5,2229816.7,1561156.95,2396221.15,4680000,4610000,4010000,5390000,3770000,5790000,4680000,4610000,4010000,5390000,3770000,5790000,1940000,1910000,1660000,2230000,1560000,2400000,3,3,2,3,2,TRUE,TRUE
"Hooded Oriole",5050,801824.502536091,786195.864221615,636883.144752244,991834.373780726,569244.391338276,1142812.23175966,801824.502536091,786195.864221615,636883.144752244,991834.373780726,569244.391338276,1142812.23175966,411015.24,403004,326466.3,508414.3,291794.675,585805.55,802000,786000,637000,992000,569000,1140000,802000,786000,637000,992000,569000,1140000,411000,403000,326000,508000,292000,586000,3,3,3,3,3,FALSE,FALSE
"Orchard Oriole",5060,81838986.4632768,81995073.4463277,77481962.8248588,85744253.4463277,76313393.1638418,88709915.9887006,81838986.4632768,81995073.4463277,77481962.8248588,85744253.4463277,76313393.1638418,88709915.9887006,72427503.02,72565640,68571537.1,75883664.3,67537352.95,78508275.65,81800000,8.2e+07,77500000,85700000,76300000,88700000,81800000,8.2e+07,77500000,85700000,76300000,88700000,72400000,72600000,68600000,75900000,67500000,78500000,1,1,1,1,1,TRUE,TRUE
"Baltimore Oriole",5070,49042301.03,49163353,46321632.2,51184519.6,45748910.875,52336638.95,49042301.03,49163353,46321632.2,51184519.6,45748910.875,52336638.95,49042301.03,49163353,46321632.2,51184519.6,45748910.875,52336638.95,4.9e+07,49200000,46300000,51200000,45700000,52300000,4.9e+07,49200000,46300000,51200000,45700000,52300000,4.9e+07,49200000,46300000,51200000,45700000,52300000,2,2,1,2,1,TRUE,TRUE
