cn,TimeAdj.meanlog,TimeAdj.sdlog,Dist2,Pair2,Aou,Dist.Lower,Dist.Upper,Species,edr,edr_sd,EDR_model,use_edr,availability,availability_sd,availability_model,use_availability,availability_log_scaled,availability_sd_log_scaled
Bronzed Cowbird,0.196381735,0.015392618,125,1.25,4960,105,138,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Brown Creeper,0.327781306,0.007039325,80,2,7260,56,88,BRCR,49.95878766779903,0.5922491000243078,Roadside,TRUE,0.46689159647988143,0.008354889297745915,2,TRUE,0.7616581757110609,0.017896619546635517
Brown Thrasher,0.141308812,0.007605114,200,1.5,7050,140,220,BRTH,95.03407709899922,0.7939015910271223,Intercept,TRUE,0.43846297906300336,0.012755580283208223,6,TRUE,0.8244798970441414,0.02909978984514372
Brown-crested Flycatcher,0.236362278,0.026662981999999998,200,2,4530,140,220,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Brown-headed Cowbird,0.196359385,0.015316476,125,1.75,4950,105,138,BHCO,78.66677688559412,0.15430866140918198,Intercept,TRUE,0.393774692029491,0.005568407432125166,9,TRUE,0.9319763808923112,0.014142043057102038
Brown-headed Nuthatch,0.193256417,0.011315643,125,1.5,7290,105,138,BHNU,39.062711612173565,0.330107417483422,Intercept,TRUE,0.39700307755247544,0.02158892589608341,9,TRUE,0.9238112463036448,0.05443344288137275
Buff-bellied Hummingbird,0.282947489,0.030666539,50,2,4390,26,55,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Bullock's Oriole,0.171626668,0.013381537,125,1.75,5080,105,138,BUOR,72.09155097667634,0.44690190485005843,Intercept,TRUE,0.4374640573811026,0.020868323467493344,8,TRUE,0.8267607311168182,0.04773917737661093
Burrowing Owl,0.248559878,0.013839293,200,1.75,3780,140,220,BUOW,240.9983429464582,13.716926632156401,Intercept,TRUE,0.467291385260168,0.044363050489126477,1,TRUE,0.7608022645833532,0.09522336182331775
Bushtit,0.180014259,0.016575529,125,1.5,7430,105,138,BUSH,34.20463039735904,0.18801973163435903,Intercept,TRUE,0.5664784353999631,0.012321604092404126,2,TRUE,0.5683162656111463,0.02175466365040829
Cactus Wren,0.38994346,0.015947778,200,1.5,7130,140,220,CACW,130.75641413785098,10.64192125789016,Roadside,TRUE,0.8770368935617883,0.00852098437877441,3,TRUE,0.131206219579404,0.009715956724386611
California Condor,1.083808476,0.036296279,400,1.5,3240,320,440,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
California Gnatcatcher,0.507418109,0.013481356,80,1.75,7530,56,88,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
California Quail,0.386160727,0.019277203,200,1.5,2940,140,220,CAQU,93.82879051837682,0.5950329582352865,Intercept,TRUE,0.5233584507690201,0.012921465206927163,3,TRUE,0.6474886753595825,0.024694531386564467
California Thrasher,0.151208587,0.03780064,200,1.75,7100,140,220,CATH,220.20168596864494,34.829763263836995,Roadside,TRUE,NA,NA,NA,FALSE,NA,NA
California Towhee,0.953116186,0.024293546,125,2,5911,105,138,CALT,69.83801594807215,1.42333741001908,Roadside,TRUE,0.5796275004957726,0.02589406285056589,4,TRUE,0.5453696222909925,0.04470338167714888
Calliope Hummingbird,0.222786696,0.005361244,50,2,4360,26,55,CAHU,32.659586074562185,0.8231433826607066,Intercept,TRUE,NA,NA,1,FALSE,NA,NA
Canada Warbler,0.144498738,0.005886014,100,2,6860,84,110,CAWA,63.17164901750297,0.4065681054509689,Intercept,TRUE,0.5781092771655156,0.006678725865855939,1,TRUE,0.5479923673395154,0.011553218878893212
Canyon Towhee,0.901022212,0.013820457,125,2,5910,105,138,CANT,80.7262222671563,1.9068032900720553,Intercept,TRUE,0.6005640936170524,0.04274512079950343,8,TRUE,0.5098859094074448,0.07129550685623315
Canyon Wren,0.627107745,0.00823747,200,2,7170,140,220,CANW,190.1438831953006,5.900872925060639,Intercept,TRUE,0.5725462060274735,0.02498194396075676,1,TRUE,0.5576618375922617,0.04366078360307529
Cape May Warbler,0.325792288,0.005702945,80,2,6500,56,88,CMWA,59.382579165085815,2.8977030241314523,Roadside,TRUE,0.5437090424995166,0.018977605787493856,5,TRUE,0.6093410235550687,0.03491815781494856
Carolina Chickadee,0.23301274,0.013259707,125,1.25,7360,105,138,CACH,41.015481355252874,0.13466053071179118,Intercept,TRUE,0.4856748573956421,0.006548494543961503,8,TRUE,0.722215896678292,0.01348410634049968
Carolina Wren,0.2685187,0.014746994,200,1.5,7180,140,220,CARW,68.93110393605606,0.21746295169303664,Intercept,TRUE,0.5186975261641733,0.003392580921842747,4,TRUE,0.6564343669359951,0.0065406699071959284
Cassin's Finch,0.290200251,0.012993251,125,2,5180,105,138,CAFI,83.64431703944322,0.5864497533077824,Intercept,TRUE,0.5052091205448679,0.012958201668965219,3,TRUE,0.6827828353337093,0.02565481087749566
Cassin's Kingbird,0.429312979,0.017320122,200,2,4480,140,220,CAKI,140.12794668794848,3.165634915114353,Intercept,TRUE,0.6764561826448356,0.01834487456490458,6,TRUE,0.39088760413443585,0.027125738866942445
Cassin's Sparrow,0.324927907,0.022658797,200,1.75,5780,140,220,CASP,122.50220392484181,0.6708592823137991,Intercept,TRUE,0.8631456683671905,0.003434287737017261,6,TRUE,0.1471718091331556,0.003978825342760159
Cassin's Vireo,0.29475794,0.011141985,125,2,6291,105,138,CAVI,73.16562860431652,0.37819388914634544,Intercept,TRUE,0.6563642289551577,0.009184662371689023,3,TRUE,0.42103941705377534,0.013994153736918036
Cave Swallow,0.601584903,0.097402064,200,1,6121,140,220,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Cedar Waxwing,0.251384113,0.021058939,100,1.75,6190,84,110,CEDW,68.40964794914176,0.23818577516185258,Intercept,TRUE,0.2806042059452142,0.009554361176893289,8,TRUE,1.270810122312733,0.03406241186376102
Cerulean Warbler,0.214654972,0.006059708,100,2,6580,84,110,CERW,46.493463976416464,1.8889697971582393,Roadside,TRUE,0.5433371131792081,0.019809759232661373,3,TRUE,0.6100253171020883,0.03647559387343524
Chestnut-backed Chickadee,0.172673671,0.018267892,80,1.25,7410,56,88,CBCH,38.466145812109914,0.17594431849802916,Intercept,TRUE,0.4778625211378642,0.021812210465134874,9,TRUE,0.7384322005414333,0.045677108043115866
Chestnut-collared Longspur,0.47764042,0.035721667,200,1.5,5380,140,220,CCLO,95.14292926081474,0.7359790645991637,Intercept,TRUE,0.6345034810868235,0.007053433979421653,4,TRUE,0.4549125054962931,0.011116920167730832
Chestnut-sided Warbler,0.207905027,0.009565074,125,2,6590,105,138,CSWA,84.08012359423975,0.28363137914642067,Intercept,TRUE,0.584141163225011,0.005058902338959559,9,TRUE,0.5376126075119168,0.008660627157060952
Chihuahuan Raven,0.246353299,0.018415724,400,1.75,4870,320,440,CHRA,365.4215449125494,16.265467052325107,Intercept,TRUE,0.43584863579369026,0.027242681698346316,3,TRUE,0.8304602615198364,0.06258650521219272
Chimney Swift,0.281915163,0.018153048,200,1.75,4230,140,220,CHSW,66.2727532610155,0.9816239690576651,Roadside,TRUE,0.30062556016425446,0.013114776776991743,3,TRUE,1.2018897747916082,0.04365266220504671
Chipping Sparrow,0.695273332,0.023465322,125,2,5600,105,138,CHSP,78.93531525803172,0.3253893073669758,Roadside,TRUE,0.5817658135221235,0.0034981709235446523,8,TRUE,0.5416872944925584,0.006013094966424604
Chuck-will's-widow,3.018785009,0.008504079,300,2,4160,220,330,CWWI,101.83590733557499,4.03813052397247,Intercept,TRUE,0.6918458011303705,0.06412705649950201,5,TRUE,0.36839217893138354,0.09295663282380587
Chukar,0.516304491,0.161395519,300,2,2882,220,330,CHUK,260.72576583117905,10.487968384364905,Intercept,TRUE,0.6007881171200482,0.02713108388211094,4,TRUE,0.5095129571564891,0.04518989134621129
Clark's Nutcracker,0.324373017,0.0131279,300,1.25,4910,220,330,CLNU,164.62388689621625,5.7008767233801905,Roadside,TRUE,0.5993983430637262,0.007510529558125589,1,TRUE,0.5118288884281761,0.012530769800291774
Clay-colored Sparrow,0.399192981,0.026524177,125,2,5610,105,138,CCSP,99.99000279794245,1.3042486667621134,Roadside,TRUE,0.6205049499521889,0.005970090077159762,7,TRUE,0.47722169700879635,0.009621638482267297
Cliff Swallow,0.602018152,0.097550427,200,1,6120,140,220,CLSW,99.32144843734406,0.27210391763373565,Intercept,TRUE,0.7073640541299242,0.0043862888126785515,9,TRUE,0.3462098175675347,0.00620097248020729
Common Black Hawk,0.393264523,0.22105359,300,1.75,3450,220,330,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Common Grackle,0.408425194,0.055505963,200,1.25,5110,140,220,COGR,92.49428887001463,0.24974127833836945,Roadside,TRUE,0.3644710374217882,0.005238978478525336,7,TRUE,1.0093081890668465,0.014375187070933104
Common Ground-Dove,0.505966382,0.012083732,125,1.5,3200,105,138,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Common Nighthawk,2.15054635,0.015134556,300,2,4200,220,330,CONI,149.3535715003787,1.6673741588503788,Intercept,TRUE,0.6333012875800639,0.013863830610433725,8,TRUE,0.456809002333659,0.021894864549960535
Common Poorwill,3.361205639,0.001459633,300,2,4180,220,330,COPO,220.3640501353962,17.827715396371815,Intercept,TRUE,0.15574249930030915,0.13432234593055464,6,TRUE,1.8595512810597314,1.302886138557974
Common Raven,0.322897689,0.015933012,400,1,4860,320,440,CORA,219.17527134817914,1.1669828369915933,Intercept,TRUE,0.526340948666826,0.0062783610258876354,9,TRUE,0.6418060848479269,0.01192888153357785
Common Redpoll,0.195174643,0.022312919,125,2,5280,105,138,CORE,89.25700959002798,4.209033339405529,Roadside,TRUE,NA,NA,1,FALSE,NA,NA
Common Yellowthroat,0.105097389,0.010027601,125,2,6810,105,138,COYE,86.6530588997286,0.3850118705949228,Roadside,TRUE,0.5882830492517399,0.0039307627423827984,9,TRUE,0.5305470706294331,0.00668185365250662
Connecticut Warbler,0.251795457,0.006130415,125,2,6780,105,138,CONW,89.62868309031,6.220189506217409,Roadside,TRUE,0.6979199314081779,0.014676737039568621,8,TRUE,0.3596508942492279,0.021032356935441504
Cooper's Hawk,0.266253374,0.002707433,125,2,3330,105,138,COHA,87.93408976816507,2.2006780680111078,Intercept,TRUE,0.2617496921150083,0.04653978308723972,1,TRUE,1.3403666054881203,0.17971266162197297
Cordilleran Flycatcher,0.286041028,0.009418091,125,2,4640,105,138,COFL,68.38562162610899,0.6948183651378912,Intercept,TRUE,0.7227125423361074,0.012046704629214533,6,TRUE,0.32474372601314966,0.01667028012123975
Costa's Hummingbird,0.282947489,0.030666539,50,1.25,4300,26,55,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Couch's Kingbird,0.287611169,0.196137195,200,2,4461,140,220,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Crested Caracara,0.263500335,0.064231078,300,1,3620,220,330,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA
Crissal Thrasher,0.151208587,0.03780064,200,2,7120,140,220,CRTH,121.10095975398237,6.267176862256385,Intercept,TRUE,0.6325701008484006,0.05354491548567669,1,TRUE,0.45796423314093504,0.08484965065196545
Curve-billed Thrasher,0.288256196,0.01118764,200,2,7070,140,220,CBTH,128.78632893431282,18.25095226240117,Roadside,TRUE,0.6503577226072508,0.0257791265666934,2,TRUE,0.43023272500264026,0.03965915958312466
Dark-eyed Junco,0.541617969,0.066552841,125,2,5670,105,138,DEJU,62.76624975413624,0.10719775633837614,Intercept,TRUE,0.5543843647080193,0.0038191747455015856,9,TRUE,0.589897033690245,0.006889146606976426
