cn,TimeAdj.meanlog,TimeAdj.sdlog,Dist2,Pair2,Aou,Dist.Lower,Dist.Upper,Species,edr,edr_sd,EDR_model,use_edr,cue_rate,cue_rate_sd,use_cue_rate
Sprague's Pipit,0.329678876,0.01811783,200,2,7000,140,220,SPPI,125.43645357149929,2.684493502681889,3,TRUE,0.7190333579768526,0.01835593442625416,TRUE
Spruce Grouse,0.516304491,0.161395519,50,2,2980,26,55,SPGR,76.20878169340338,17.61045061647517,7,TRUE,0.2964305195780545,0.05230851942104858,TRUE
Steller's Jay,0.183671434,0.011063169,200,1.25,4780,140,220,STJA,85.47243828960227,0.6181711397873926,5,TRUE,0.26566452126780815,0.005952123451736957,TRUE
Sulphur-bellied Flycatcher,0.309093639,0.270946381,200,1.75,4510,140,220,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Summer Tanager,0.278798745,0.012069164,125,2,6100,105,138,SUTA,56.16861689138213,0.47791510871917353,7,TRUE,0.2738419594897128,0.004253104859785584,TRUE
Swainson's Hawk,0.14557514,0.006763745,300,1.5,3420,220,330,SWHA,238.96696848515367,7.8064352416889164,2,TRUE,0.23639164318182304,0.01520355939904594,TRUE
Swainson's Thrush,0.516449016,0.025017579,200,2,7580,140,220,SWTH,81.45544674444358,0.6716229468252379,8,TRUE,0.3536396244293044,0.003347795289571409,TRUE
Swainson's Warbler,0.334319283,0.004325713,200,2,6380,140,220,SWWA,59.75179394173461,2.3817856955082632,2,TRUE,0.24263871086866473,0.011607552295364199,TRUE
Swallow-tailed Kite,0.640378832,0.011657387,300,1.25,3270,220,330,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Swamp Sparrow,0.505455805,0.013070146,125,2,5840,105,138,SWSP,92.47971563494961,0.9288072397694265,8,TRUE,0.24154561468093996,0.005586467145042157,TRUE
Tennessee Warbler,0.19793209,0.016972245,125,2,6470,105,138,TEWA,72.19879911914803,1.7522674756101253,7,TRUE,0.4179274868896739,0.004541154812014947,TRUE
Thick-billed Kingbird,0.287611169,0.196137195,200,2,4451,140,220,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Townsend's Solitaire,0.117084632,0.005982225,200,2,7540,140,220,TOSO,103.84882135125814,1.9913285386373758,2,TRUE,0.26914116073044525,0.007782809174730787,TRUE
Townsend's Warbler,0.194158878,0.013715638,100,2,6680,84,110,TOWA,55.392478427625754,0.9398577417626868,7,TRUE,0.5599816599160017,0.010327477501855697,TRUE
Tree Swallow,0.136023938,0.016419183,200,1.75,6140,140,220,TRES,87.05762191364869,0.4533907011883258,8,TRUE,0.21452027058839515,0.0036433869061626156,TRUE
Tricolored Blackbird,0.294323111,0.048306448,200,1,5000,140,220,TRBL,73.61584138333343,1.7465679930649287,Roadside,TRUE,NA,NA,FALSE
Tufted Titmouse,0.165596732,0.012740487,200,1.25,7310,140,220,TUTI,63.19423609060018,0.1665120371372879,5,TRUE,0.25811880768260514,0.0021029908263798247,TRUE
Turkey Vulture,1.094905764,0.02839236,400,1.75,3250,320,440,TUVU,155.6934914324317,2.4641350167192684,9,TRUE,0.1115434923623638,0.007699192722100748,TRUE
Varied Bunting,0.342755297,0.067921347000000007,125,1.75,6000,105,138,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Varied Thrush,0.836969707,0.023621132,200,2,7630,140,220,VATH,95.59632596843362,2.7219186743425894,8,TRUE,0.36293481834059654,0.009372271092085938,TRUE
Vaux's Swift,0.81044058,0.01750757,200,1.75,4240,140,220,VASW,64.38458568121268,1.3924349396209834,7,TRUE,0.0725092607085726,0.022621305730226457,TRUE
Veery,0.483652865,0.014851972,200,2,7560,140,220,VEER,98.70569511257258,0.6251864427219687,7,TRUE,0.25820108837032685,0.003610337473732017,TRUE
Verdin,0.216241891,0.01368995,125,1.5,7460,105,138,VERD,64.57466908605994,1.008830103884975,9,TRUE,0.21475554873796687,0.03844338995365226,TRUE
Vermilion Flycatcher,0.309093639,0.270946381,125,2,4710,105,138,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Vesper Sparrow,0.395480333,0.023570974,200,2,5400,140,220,VESP,116.58662500383717,0.42644754585097644,8,TRUE,0.42415084271285497,0.004407967850594774,TRUE
Violet-green Swallow,0.195622727,0.024180882,200,1.5,6150,140,220,VGSW,70.57053744350975,1.3210790206792637,9,TRUE,0.19981921961713295,0.008126961939269262,TRUE
Virginia's Warbler,0.123544103,0.007611996,125,2,6440,105,138,VIWA,70.28806000949693,0.665228265630148,4,TRUE,0.4196053657350696,0.012352755270722271,TRUE
Warbling Vireo,0.230417562,0.011166342,125,2,6270,105,138,WAVI,80.57067358435496,0.4730090494040695,9,TRUE,0.42305731033138916,0.005699086817752219,TRUE
Western Bluebird,0.696104544,0.017579858,125,2,7670,105,138,WEBL,61.46961400252441,1.4744613853381594,1,TRUE,0.21247593368159348,0.011810039557348578,TRUE
Western Kingbird,0.592717171,0.021322477,200,2,4470,140,220,WEKI,89.7725184137885,1.6695119490183004,4,TRUE,0.24156797749489736,0.006845946033317479,TRUE
Western Meadowlark,0.27317075,0.029996622,200,1.5,5011,140,220,WEME,171.90815790839468,0.34089059790613874,7,TRUE,0.6631213612325583,0.002661682525997633,TRUE
Western Screech-Owl,2.687968772,0.002995476,125,2,3732,105,138,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Western Scrub-Jay,0.162746284,0.013553083,200,1.25,4810,140,220,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Western Tanager,0.447457356,0.014480276,200,2,6070,140,220,WETA,79.35087359725604,0.4848576425911091,8,TRUE,0.4081819409026597,0.0037237432288734773,TRUE
Western Wood-Pewee,0.114093527,0.013682786,200,2,4620,140,220,WEWP,87.39042100726532,0.8273183117560166,7,TRUE,0.4369906214336885,0.00520102455612681,TRUE
White-breasted Nuthatch,0.300171347,0.007606023,125,1.5,7270,105,138,WBNU,65.55807068108216,0.2334016750993868,9,TRUE,0.190773000920496,0.0040546657148321785,TRUE
White-crowned Sparrow,0.735826366,0.024616882,200,2,5540,140,220,WCSP,95.84090186694105,1.3918724333380084,7,TRUE,0.3091596854913865,0.005004057755079339,TRUE
White-eyed Vireo,0.345526823,0.014272054,125,2,6310,105,138,WEVI,53.324005420080894,0.1832124396574244,9,TRUE,0.3235836114327592,0.005011861901746351,TRUE
White-headed Woodpecker,0.27959732,0.034920096,125,2,3990,105,138,WHWO,79.71168316135714,3.5144603781503037,1,TRUE,0.18775274426586977,0.028690876278786637,TRUE
White-tailed Kite,0.393264523,0.22105359,300,1.5,3280,220,330,WTKI,171.52813344015183,5.509444689444109,Intercept,TRUE,NA,NA,FALSE
White-throated Sparrow,0.810191169,0.028959236,200,2,5580,140,220,WTSP,124.94544438161154,0.7914175627295208,8,TRUE,0.278888612620209,0.002569824232128093,TRUE
White-throated Swift,1.44612641,0.03742553,200,1.25,4250,140,220,WTSW,94.51246732529388,3.328874263829121,8,TRUE,0.3564543029976666,0.015998152236511798,TRUE
White-winged Crossbill,0.315993228,0.034746756,125,1.25,5220,105,138,WWCR,86.29982424285096,2.3997287282955284,3,TRUE,0.13726935563976106,0.00785581198270105,TRUE
White-winged Dove,0.154560911,0.01908313,200,1.5,3190,140,220,WWDO,140.26979122413374,15.44627696167052,3,TRUE,0.33066197613586384,0.02743772446048981,TRUE
Wild Turkey,0.501379602,0.011786697,300,1.75,3100,220,330,WITU,129.22455138647362,3.2251045297228984,4,TRUE,0.21575045610953664,0.008725107660239095,TRUE
Williamson's Sapsucker,0.129722328,0.00726301,125,1.5,4040,105,138,WISA,83.23739124367064,1.9520306062059376,3,TRUE,0.20274298089119638,0.02371936619571982,TRUE
Willow Flycatcher,0.192252001,0.007418508,125,2,4660,105,138,WIFL,94.23219751884155,1.8623306368619268,7,TRUE,0.3160446908677323,0.01842328912908009,TRUE
Willow Ptarmigan,0.516304491,0.161395519,125,2,3010,105,138,WIPT,144.99044650312072,5.7112865813007545,9,TRUE,0.02469907759816082,0,TRUE
Wilson's Warbler,0.150728497,0.010994367,100,2,6850,84,110,WIWA,52.442166687090534,0.5027843589050605,9,TRUE,0.3015562291319605,0.009368135533541266,TRUE
Winter Wren,0.450595909,0.010210473,200,1.75,7222,140,220,WIWR,112.63603286014508,1.3613283470717619,9,TRUE,0.32085928314676154,0.006664581484353838,TRUE
Wood Thrush,0.841982739,0.014786107,200,2,7550,140,220,WOTH,92.81549111164298,0.8115140001217753,9,TRUE,0.29431804889940844,0.0045865017501035,TRUE
Worm-eating Warbler,0.308009094,0.006566743,125,2,6390,105,138,WEWA,43.33949593910025,0.197953740231533,6,TRUE,0.2732914777399053,0.006605464138676187,TRUE
Wrentit,0.568239126,0.018344846,200,2,7420,140,220,WREN,97.8188527405069,0.5552926578736361,5,TRUE,0.22791435210761143,0.01436125810798089,TRUE
Yellow Warbler,0.100828316,0.012896374,125,2,6520,105,138,YEWA,80.00684716662998,0.4952970270572905,7,TRUE,0.32172127467510336,0.0036648611490208705,TRUE
Yellow-bellied Flycatcher,0.180646794,0.007272063,125,2,4630,105,138,YBFL,82.06562496382121,0.5478287006326923,7,TRUE,0.31387946220686447,0.00787885259729948,TRUE
Yellow-bellied Sapsucker,0.505398175,0.010805358,125,1.5,4020,105,138,YBSA,103.8855700645593,1.1848030901218465,6,TRUE,0.14389600912198278,0.003315737354142839,TRUE
Yellow-billed Cuckoo,0.322683865,0.010071364,200,2,3870,140,220,YBCU,80.38952187353024,0.7012137211012259,9,TRUE,0.16125504862067905,0.004014106491916886,TRUE
Yellow-billed Magpie,0.23569267,0.020256739,300,1.5,4760,220,330,YBMA,67.54574098552938,4.608068159472552,Roadside,TRUE,NA,NA,FALSE
Yellow-breasted Chat,0.530142376,0.016546429,200,2,6830,140,220,YBCH,75.02973150591293,0.266407001094052,8,TRUE,0.3277496320260794,0.0038698108669303344,TRUE
Yellow-eyed Junco,0.54144219,0.066924724,125,1.5,5700,105,138,NA,NA,NA,NA,FALSE,NA,NA,FALSE
Yellow-headed Blackbird,0.352608969,0.031402487,200,1,4970,140,220,YHBL,91.68926441976885,1.3532026317683972,6,TRUE,0.34470940485639223,0.006823286286675834,TRUE
Yellow-rumped Warbler,0.260143255,0.050020994,125,2,6550,105,138,YRWA,67.13739481047651,0.3072725663888889,6,TRUE,0.3287032057659386,0.001917711211689821,TRUE
Yellow-throated Vireo,0.234056711,0.007699809,125,2,6280,105,138,YTVI,65.01034733617807,0.857550519459366,7,TRUE,0.2224670540131432,0.006595334631772476,TRUE
Yellow-throated Warbler,0.10886397,0.007825739,125,2,6630,105,138,YTWA,51.797180882790315,0.42546534442374195,5,TRUE,0.22451458823178921,0.007167067474547373,TRUE
Zone-tailed Hawk,0.429513809,0.219098555,300,2,3400,220,330,NA,NA,NA,NA,FALSE,NA,NA,FALSE
